Frequency (Hz),Amplitude (dBm)
11350000,-83.95
11359000,-84.58
11368000,-83.18
11377000,-83.18
11386000,-84.06
11395000,-83.28
11404000,-84.37
11413000,-83.66
11422000,-83.37
11431000,-83.85
11440000,-84.8
11449000,-83.56
11458000,-84.8
11467000,-84.58
11476000,-82.57
11485000,-82.82
11494000,-82.91
11503000,-83.01
11512000,-84.36
11521000,-84.26
11530000,-83.66
11539000,-83.85
11548000,-83.95
11557000,-84.15
11566000,-84.36
11575000,-83.18
11584000,-83.01
11593000,-83.76
11602000,-84.36
11611000,-83.95
11620000,-84.8
11629000,-85.02
11638000,-83.75
11647000,-84.05
11656000,-85.13
11665000,-84.36
11674000,-83.95
11683000,-83.37
11692000,-84.8
11701000,-82.65
11710000,-83.56
11719000,-83.28
11728000,-83.85
11737000,-84.05
11746000,-83.37
11755000,-83
11764000,-82.73
11773000,-85.02
11782000,-83.85
11791000,-85.37
11800000,-83.37
11809000,-81.9
11818000,-84.15
11827000,-84.36
11836000,-83.85
11845000,-83.95
11854000,-85.01
11863000,-82.82
11872000,-83.56
11881000,-81.98
11890000,-83.36
11899000,-85.13
11908000,-83.09
11917000,-84.05
11926000,-83.36
11935000,-81.66
11944000,-83.75
11953000,-84.15
11962000,-84.36
11971000,-83
11980000,-83.28
11989000,-84.68
11998000,-83.95
12007000,-84.57
12016000,-84.57
12025000,-82.82
12034000,-83.36
12043000,-83.46
12052000,-83.56
12061000,-85.13
12070000,-83.36
12079000,-84.57
12088000,-82.73
12097000,-83.95
12106000,-83.75
12115000,-82.23
12124000,-82.82
12133000,-84.36
12142000,-84.15
12151000,-81.66
12160000,-82.82
12169000,-83.75
12178000,-84.57
12187000,-85.01
12196000,-84.15
12205000,-83.36
12214000,-83.36
12223000,-83.85
12232000,-82.3
12241000,-84.36
12250000,-83.65
12259000,-83.75
12268000,-83.56
12277000,-83.75
12286000,-83.94
12295000,-82.73
12304000,-84.57
12313000,-84.25
12322000,-84.05
12331000,-83.65
12340000,-84.36
12349000,-82.56
12358000,-82.47
12367000,-83.65
12376000,-83.94
12385000,-83.75
12394000,-85.01
12403000,-83.61
12412000,-83.06
12421000,-83.9
12430000,-82.87
12439000,-84.85
12448000,-82.78
12457000,-84.85
12466000,-84.2
12475000,-83.51
12484000,-84.2
12493000,-84.41
12502000,-83.14
12511000,-82
12520000,-82.84
12529000,-83.02
12538000,-83.02
12547000,-83.97
12556000,-84.17
12565000,-83.77
12574000,-83.38
12583000,-84.07
12592000,-83.96
12601000,-84.22
12610000,-81.78
12619000,-83.42
12628000,-84.11
12637000,-83.91
12646000,-84.11
12655000,-83.52
12664000,-82.61
12673000,-83.52
12682000,-83.62
12691000,-85.33
12700000,-83.71
12709000,-84.32
12718000,-84.53
12727000,-84.75
12736000,-83.91
12745000,-84.75
12754000,-84.11
12763000,-84.97
12772000,-84.64
12781000,-82.61
12790000,-84.86
12799000,-84.53
12808000,-83.32
12817000,-82.35
12826000,-84.11
12835000,-83.52
12844000,-84.43
12853000,-84.21
12862000,-84.97
12871000,-83.32
12880000,-84.32
12889000,-83.61
12898000,-83.24
12907000,-84.86
12916000,-84.43
12925000,-82.26
12934000,-81.25
12943000,-83.42
12952000,-84.75
12961000,-83.23
12970000,-84.53
12979000,-83.9
12988000,-84.53
12997000,-84.21
13006000,-83.42
13015000,-85.09
13024000,-83.52
13033000,-82.96
13042000,-83.52
13051000,-83.61
13060000,-83.52
13069000,-84.42
13078000,-83.52
13087000,-83.14
13096000,-84.11
13105000,-84.32
13114000,-83.71
13123000,-84.42
13132000,-82.96
13141000,-84.11
13150000,-83.9
13159000,-83.23
13168000,-84.53
13177000,-84.86
13186000,-83.61
13195000,-83.9
13204000,-82.69
13213000,-83.32
13222000,-84.53
13231000,-83.42
13240000,-82.35
13249000,-83.81
13258000,-83.9
13267000,-84.97
13276000,-84.32
13285000,-84.11
13294000,-83.23
13303000,-84.63
13312000,-84.42
13321000,-84.21
13330000,-82.01
13339000,-84.97
13348000,-83.71
13357000,-83.71
13366000,-82.35
13375000,-84.01
13384000,-83.71
13393000,-83.13
13402000,-84.32
13411000,-84.42
13420000,-83.13
13429000,-82.96
13438000,-84.1
13447000,-85.08
13456000,-83.51
13465000,-83.71
13474000,-84.63
13483000,-84.1
13492000,-83.9
13501000,-84.21
13510000,-83.9
13519000,-84.42
13528000,-84.63
13537000,-84.1
13546000,-84.31
13555000,-83.9
13564000,-83.32
13573000,-84.01
13582000,-82.35
13591000,-82.96
13600000,-83.61
13609000,-84.21
13618000,-84.75
13627000,-83.13
13636000,-84.1
13645000,-83.13
13654000,-82.09
13663000,-83.71
13672000,-84.56
13681000,-84.78
13690000,-83.35
13699000,-82.8
13708000,-82.64
13717000,-82.99
13726000,-83.64
13735000,-83.74
13744000,-84.56
13753000,-84.66
13762000,-84.13
13771000,-84.35
13780000,-84.35
13789000,-84.56
13798000,-83.74
13807000,-84.13
13816000,-83.74
13825000,-82.99
13834000,-84.45
13843000,-83.35
13852000,-84.13
13861000,-82.63
13870000,-84.78
13879000,-83.74
13888000,-83.45
13897000,-83.83
13906000,-83.83
13915000,-84.35
13924000,-84.24
13933000,-83.93
13942000,-84.13
13951000,-84.04
13960000,-82.63
13969000,-84.34
13978000,-84.13
13987000,-84.34
13996000,-84.45
14005000,-83.93
14014000,-84.56
14023000,-85.11
14032000,-85.35
14041000,-84.34
14050000,-84.34
14059000,-83.93
14068000,-84.88
14077000,-84.56
14086000,-84.13
14095000,-84.13
14104000,-83.83
14113000,-83.74
14122000,-83.74
14131000,-83.83
14140000,-84.78
14149000,-84.45
14158000,-84.03
14167000,-84.24
14176000,-83.54
14185000,-83.64
14194000,-84.78
14203000,-84.24
14212000,-83.54
14221000,-83.83
14230000,-85
14239000,-83.44
14248000,-82.89
14257000,-82.46
14266000,-84.34
14275000,-83.01
14284000,-83.38
14293000,-83.97
14302000,-83.09
14311000,-83.86
14320000,-83.47
14329000,-85.16
14338000,-84.17
14347000,-82.31
14356000,-83.67
14365000,-85.16
14374000,-83.19
14383000,-84.27
14392000,-83.86
14401000,-81.13
14410000,-84.59
14419000,-83.19
14428000,-83.57
14437000,-84.27
14446000,-82.92
14455000,-83.86
14464000,-84.06
14473000,-83.47
14482000,-84.27
14491000,-83.47
14500000,-84.17
14509000,-86.41
14518000,-84.38
14527000,-84.27
14536000,-83.19
14545000,-83.09
14554000,-82.73
14563000,-82.56
14572000,-82.92
14581000,-84.17
14590000,-85.64
14599000,-84.17
14608000,-82.64
14617000,-84.06
14626000,-82.39
14635000,-83.57
14644000,-83.96
14653000,-84.81
14662000,-83.66
14671000,-83.47
14680000,-83.47
14689000,-83.57
14698000,-84.48
14707000,-83.37
14716000,-83.47
14725000,-83.66
14734000,-84.27
14743000,-81.73
14752000,-84.48
14761000,-83.96
14770000,-83.86
14779000,-83.09
14788000,-84.48
14797000,-83
14806000,-83.86
14815000,-84.7
14824000,-84.59
14833000,-84.17
14842000,-85.39
14851000,-83.86
14860000,-84.92
14869000,-82.98
14878000,-84.44
14887000,-83.73
14896000,-82.2
14905000,-82.88
14914000,-84.13
14923000,-84.13
14932000,-83.92
14941000,-81.8
14950000,-84.34
14959000,-84.23
14968000,-84.65
14977000,-83.34
14986000,-84.65
14995000,-84.34
15004000,-84.77
15013000,-84.23
15022000,-82.63
15031000,-84.65
15040000,-84.23
15049000,-84.34
15058000,-82.98
15067000,-83.15
15076000,-82.98
15085000,-82.62
15094000,-84.12
15103000,-84.77
15112000,-83.92
15121000,-83.34
15130000,-84.65
15139000,-84.44
15148000,-84.65
15157000,-84.12
15166000,-84.34
15175000,-85.7
15184000,-84.55
15193000,-83.73
15202000,-84.65
15211000,-84.44
15220000,-84.33
15229000,-83.53
15238000,-84.03
15247000,-84.44
15256000,-82.2
15265000,-81.04
15274000,-84.55
15283000,-83.34
15292000,-84.44
15301000,-83.06
15310000,-84.55
15319000,-84.55
15328000,-83.82
15337000,-84.87
15346000,-82.79
15355000,-84.77
15364000,-82.45
15373000,-83.25
15382000,-83.82
15391000,-84.65
15400000,-84.33
15409000,-84.33
15418000,-84.12
15427000,-82.98
15436000,-84.54
15445000,-84.54
15454000,-83.92
15463000,-84.12
15472000,-82.79
15481000,-83.43
15490000,-84.54
15499000,-83.92
15508000,-84.65
15517000,-84.12
15526000,-83.92
15535000,-83.72
15544000,-83.72
15553000,-83.15
15562000,-84.12
15571000,-84.12
15580000,-84.54
15589000,-84.65
15598000,-82.79
15607000,-84.23
15616000,-85.21
15625000,-84.33
15634000,-83.15
15643000,-84.54
15652000,-83.15
15661000,-84.12
15670000,-84.65
15679000,-83.15
15688000,-83.53
15697000,-84.12
15706000,-83.92
15715000,-85.21
15724000,-83.33
15733000,-82.97
15742000,-82.53
15751000,-84.02
15760000,-84.76
15769000,-84.76
15778000,-83.72
15787000,-84.98
15796000,-83.72
15805000,-84.22
15814000,-82.97
15823000,-84.65
15832000,-81.48
15841000,-83.92
15850000,-83.53
15859000,-83.92
15868000,-82.27
15877000,-82.97
15886000,-83.92
15895000,-83.91
15904000,-84.76
15913000,-84.65
15922000,-84.33
15931000,-83.53
15940000,-83.06
15949000,-82.79
15958000,-83.72
15967000,-84.54
15976000,-83.33
15985000,-83.62
15994000,-83.72
16003000,-85.45
16012000,-83.91
16021000,-84.54
16030000,-83.62
16039000,-85.45
16048000,-85.45
16057000,-83.62
16066000,-83.82
16075000,-84.33
16084000,-82.7
16093000,-84.12
16102000,-84.02
16111000,-85.21
16120000,-83.53
16129000,-82.97
16138000,-83.33
16147000,-84.76
16156000,-83.72
16165000,-82.97
16174000,-84.54
16183000,-82.27
16192000,-83.91
16201000,-83.82
16210000,-83.52
16219000,-82.53
16228000,-83.91
16237000,-83.62
16246000,-84.86
16255000,-84.98
16264000,-83.91
16273000,-84.11
16282000,-84.98
16291000,-82.97
16300000,-84.98
16309000,-83.62
16318000,-83.14
16327000,-83.06
16336000,-83.62
16345000,-82.02
16354000,-85.21
16363000,-83.91
16372000,-84.98
16381000,-82.19
16390000,-81.94
16399000,-83.52
16408000,-84.76
16417000,-84.98
16426000,-83.81
16435000,-83.72
16444000,-84.33
16453000,-84.54
16462000,-84.11
16471000,-84.54
16480000,-83.91
16489000,-84.86
16498000,-83.91
16507000,-84.76
16516000,-84.11
16525000,-83.91
16534000,-84.11
16543000,-85.21
16552000,-83.62
16561000,-83.42
16570000,-85.21
16579000,-83.62
16588000,-84.43
16597000,-84.43
16606000,-83.72
16615000,-84.54
16624000,-85.21
16633000,-85.44
16642000,-84.54
16651000,-83.33
16660000,-83.33
16669000,-82.78
16678000,-82.02
16687000,-83.14
16696000,-84.98
16705000,-84.22
16714000,-83.52
16723000,-83.62
16732000,-83.71
16741000,-83.71
16750000,-82.96
16759000,-84.01
16768000,-84.64
16777000,-83.91
16786000,-83.71
16795000,-84.01
16804000,-84.53
16813000,-83.52
16822000,-85.09
16831000,-83.62
16840000,-84.97
16849000,-84.53
16858000,-84.32
16867000,-83.71
16876000,-83.05
16885000,-83.81
16894000,-85.44
16903000,-83.52
16912000,-84.64
16921000,-81.94
16930000,-83.71
16939000,-82.43
16948000,-83.91
16957000,-84.75
16966000,-84.86
16975000,-83.91
16984000,-83.52
16993000,-84.11
17002000,-83.32
17011000,-84.32
17020000,-84.11
17029000,-83.81
17038000,-84.43
17047000,-83.91
17056000,-83.14
17065000,-83.61
17074000,-83.52
17083000,-82.69
17092000,-83.24
17101000,-84.21
17110000,-84.01
17119000,-83.32
17128000,-82.26
17137000,-82.19
17146000,-82.96
17155000,-84.75
17164000,-84.64
17173000,-84.01
17182000,-83.42
17191000,-84.64
17200000,-82.69
17209000,-83.9
17218000,-84.53
17227000,-84.32
17236000,-82.43
17245000,-83.61
17254000,-84.42
17263000,-85.69
17272000,-84.75
17281000,-84.21
17290000,-84.11
17299000,-82.61
17308000,-83.52
17317000,-83.9
17326000,-84.32
17335000,-85.2
17344000,-84.11
17353000,-83.52
17362000,-83.71
17371000,-85.68
17380000,-83.32
17389000,-83.05
17398000,-83.51
17407000,-84.63
17416000,-84.32
17425000,-85.2
17434000,-81.17
17443000,-84.53
17452000,-84.21
17461000,-84.32
17470000,-83.14
17479000,-84.11
17488000,-84.75
17497000,-82.35
17506000,-82.09
17515000,-84.75
17524000,-84.75
17533000,-84.63
17542000,-84.01
17551000,-84.21
17560000,-82.96
17569000,-84.1
17578000,-84.1
17587000,-84.75
17596000,-84.1
17605000,-85.44
17614000,-84.97
17623000,-85.08
17632000,-83.61
17641000,-83.23
17650000,-83.8
17659000,-83.32
17668000,-83.71
17677000,-84.85
17686000,-84.42
17695000,-84.21
17704000,-84.53
17713000,-83.9
17722000,-84.42
17731000,-82.86
17740000,-82.01
17749000,-83.32
17758000,-84.75
17767000,-82.43
17776000,-84.21
17785000,-84.42
17794000,-84.63
17803000,-84.53
17812000,-84.01
17821000,-83.71
17830000,-83.41
17839000,-83.13
17848000,-83.8
17857000,-82.86
17866000,-84.1
17875000,-84.31
17884000,-84.1
17893000,-84.75
17902000,-84.75
17911000,-82.43
17920000,-82.51
17929000,-83.51
17938000,-84.75
17947000,-84.31
17956000,-84.52
17965000,-83.13
17974000,-83.32
17983000,-83.9
17992000,-82.6
18001000,-83.32
18010000,-84.97
18019000,-82.86
18028000,-84.42
18037000,-83.32
18046000,-85.08
18055000,-84.31
18064000,-84.85
18073000,-84.1
18082000,-84
18091000,-84.63
18100000,-84
18109000,-82.51
18118000,-83.9
18127000,-84.31
18136000,-84.63
18145000,-83.61
18154000,-84.74
18163000,-83.61
18172000,-84.74
18181000,-83.7
18190000,-82.95
18199000,-83.04
18208000,-85.55
18217000,-84.1
18226000,-84.1
18235000,-84
18244000,-84.2
18253000,-82.95
18262000,-82.42
18271000,-84
18280000,-83.31
18289000,-83.9
18298000,-85.43
18307000,-83.7
18316000,-83.8
18325000,-84.52
18334000,-82.34
18343000,-84.31
18352000,-84.42
18361000,-83.51
18370000,-83.7
18379000,-85.43
18388000,-82.77
18397000,-84.96
18406000,-83.6
18415000,-84.52
18424000,-84.1
18433000,-84.03
18442000,-84.45
18451000,-82.97
18460000,-84.45
18469000,-82.19
18478000,-84.14
18487000,-84.89
18496000,-84.14
18505000,-85.36
18514000,-84.24
18523000,-84.03
18532000,-83.93
18541000,-83.73
18550000,-84.35
18559000,-84.45
18568000,-81.78
18577000,-84.89
18586000,-83.83
18595000,-84.35
18604000,-84.14
18613000,-83.44
18622000,-84.67
18631000,-85.12
18640000,-83.83
18649000,-84.03
18658000,-83.93
18667000,-84.13
18676000,-84.89
18685000,-83.73
18694000,-83.83
18703000,-83.53
18712000,-85.01
18721000,-81.17
18730000,-84.13
18739000,-83.16
18748000,-82.19
18757000,-84.56
18766000,-83.24
18775000,-84.13
18784000,-82.97
18793000,-83.06
18802000,-83.44
18811000,-82.35
18820000,-82.02
18829000,-83.44
18838000,-83.73
18847000,-82.1
18856000,-84.24
18865000,-83.82
18874000,-84.67
18883000,-84.56
18892000,-83.63
18901000,-82.88
18910000,-84.67
18919000,-82.78
18928000,-84.78
18937000,-79.96
18946000,-84.24
18955000,-83.82
18964000,-83.63
18973000,-82.44
18982000,-82.35
18991000,-83.63
19000000,-84.03
19009000,-84.24
19018000,-85.12
19027000,-84.45
19036000,-83.44
19045000,-83.44
19054000,-84.34
19063000,-82.97
19072000,-84.03
19081000,-83.43
19090000,-82.01
19099000,-83.82
19108000,-84.67
19117000,-84.55
19126000,-82.88
19135000,-83.73
19144000,-84.67
19153000,-85
19162000,-85
19171000,-83.43
19180000,-83.34
19189000,-83.82
19198000,-84.45
19207000,-84.89
19216000,-84.02
19225000,-83.63
19234000,-85.12
19243000,-82.44
19252000,-83.34
19261000,-82.69
19270000,-82.88
19279000,-84.45
19288000,-81.85
19297000,-84.13
19306000,-84.34
19315000,-83.93
19324000,-83.82
19333000,-84.55
19342000,-84.02
19351000,-84.02
19360000,-83.63
19369000,-83.43
19378000,-83.82
19387000,-83.72
19396000,-84.02
19405000,-84.55
19414000,-83.82
19423000,-83.93
19432000,-84.89
19441000,-84.34
19450000,-83.05
19459000,-84.67
19468000,-84.89
19477000,-83.93
19486000,-84.23
19495000,-83.43
19504000,-84.89
19513000,-83.43
19522000,-83.24
19531000,-84.89
19540000,-84.67
19549000,-83.82
19558000,-84.45
19567000,-84.23
19576000,-84.02
19585000,-84.89
19594000,-85.35
19603000,-84.67
19612000,-83.24
19621000,-83.69
19630000,-84.09
19639000,-84.09
19648000,-84.62
19657000,-83.69
19666000,-84.73
19675000,-84.09
19684000,-83.88
19693000,-84.95
19702000,-83.5
19711000,-83.59
19720000,-85.18
19729000,-83.69
19738000,-84.09
19747000,-83.21
19756000,-84.84
19765000,-84.51
19774000,-84.62
19783000,-84.51
19792000,-83.4
19801000,-82.75
19810000,-82.59
19819000,-83.5
19828000,-85.3
19837000,-82.94
19846000,-84.95
19855000,-84.09
19864000,-84.19
19873000,-83.03
19882000,-84.09
19891000,-82.41
19900000,-81.3
19909000,-83.03
19918000,-83.49
19927000,-82.24
19936000,-84.3
19945000,-83.88
19954000,-85.18
19963000,-84.51
19972000,-82.16
19981000,-77.76
19990000,-66.88
19999000,-45.77
20008000,-62.87
20017000,-78.17
20026000,-81.6
20035000,-84.73
20044000,-83.88
20053000,-83.99
20062000,-83.49
20071000,-83.3
20080000,-84.19
20089000,-83.4
20098000,-83.88
20107000,-84.08
20116000,-84.19
20125000,-81.84
20134000,-84.19
20143000,-84.08
20152000,-83.88
20161000,-83.03
20170000,-83.88
20179000,-83.49
20188000,-84.51
20197000,-83.11
20206000,-84.4
20215000,-84.05
20224000,-84.47
20233000,-84.69
20242000,-84.47
20251000,-84.05
20260000,-84.69
20269000,-83.95
20278000,-84.91
20287000,-85.63
20296000,-84.26
20305000,-83.36
20314000,-83.65
20323000,-84.15
20332000,-84.47
20341000,-83.75
20350000,-83.85
20359000,-84.26
20368000,-84.37
20377000,-83.55
20386000,-84.91
20395000,-83.55
20404000,-84.26
20413000,-83.65
20422000,-85.27
20431000,-83.95
20440000,-83.65
20449000,-81.96
20458000,-84.05
20467000,-84.15
20476000,-83.46
20485000,-83.65
20494000,-83.08
20503000,-83.75
20512000,-84.69
20521000,-85.38
20530000,-84.26
20539000,-83.75
20548000,-84.47
20557000,-83.65
20566000,-84.69
20575000,-83.65
20584000,-82.72
20593000,-82.63
20602000,-84.47
20611000,-84.58
20620000,-83.08
20629000,-83.26
20638000,-82.04
20647000,-82.9
20656000,-83.17
20665000,-84.91
20674000,-83.46
20683000,-83.65
20692000,-83.65
20701000,-82.55
20710000,-84.8
20719000,-83.36
20728000,-84.91
20737000,-83.95
20746000,-84.15
20755000,-84.47
20764000,-83.17
20773000,-84.47
20782000,-83.45
20791000,-84.79
20800000,-84.47
20809000,-85.17
20818000,-85.06
20827000,-82.32
20836000,-82.83
20845000,-82.58
20854000,-83.88
20863000,-85.3
20872000,-84.08
20881000,-84.94
20890000,-83.49
20899000,-83.78
20908000,-83.87
20917000,-83.29
20926000,-83.11
20935000,-84.5
20944000,-83.98
20953000,-84.18
20962000,-84.5
20971000,-84.29
20980000,-83.98
20989000,-83.29
20998000,-83.87
21007000,-83.87
21016000,-83.68
21025000,-83.58
21034000,-82.58
21043000,-83.49
21052000,-84.18
21061000,-82.4
21070000,-84.08
21079000,-84.39
21088000,-83.87
21097000,-83.58
21106000,-82.93
21115000,-83.02
21124000,-81
21133000,-83.39
21142000,-84.39
21151000,-84.39
21160000,-84.6
21169000,-82.74
21178000,-83.98
21187000,-84.39
21196000,-81.75
21205000,-83.29
21214000,-85.17
21223000,-84.08
21232000,-83.1
21241000,-82.06
21250000,-83.87
21259000,-83.48
21268000,-82.65
21277000,-83.29
21286000,-83.87
21295000,-83.98
21304000,-85.05
21313000,-83.39
21322000,-83.68
21331000,-84.94
21340000,-82.83
21349000,-84.07
21358000,-83.2
21367000,-84.07
21376000,-83.48
21385000,-84.72
21394000,-85.41
21403000,-83.35
21412000,-84.79
21421000,-83.26
21430000,-84.04
21439000,-82.71
21448000,-84.25
21457000,-84.25
21466000,-83.74
21475000,-82.98
21484000,-83.64
21493000,-84.04
21502000,-84.04
21511000,-84.68
21520000,-84.68
21529000,-83.64
21538000,-84.25
21547000,-82.71
21556000,-85.02
21565000,-83.45
21574000,-83.74
21583000,-84.68
21592000,-84.9
21601000,-82.03
21610000,-85.74
21619000,-84.68
21628000,-82.71
21637000,-84.9
21646000,-84.04
21655000,-84.46
21664000,-83.45
21673000,-85.13
21682000,-82.12
21691000,-83.84
21700000,-83.45
21709000,-84.14
21718000,-83.64
21727000,-82.45
21736000,-84.46
21745000,-83.74
21754000,-84.25
21763000,-84.25
21772000,-84.68
21781000,-83.07
21790000,-85.25
21799000,-83.45
21808000,-85.37
21817000,-84.46
21826000,-84.04
21835000,-84.04
21844000,-82.98
21853000,-83.74
21862000,-84.68
21871000,-84.46
21880000,-84.25
21889000,-83.35
21898000,-85.25
21907000,-84.14
21916000,-84.25
21925000,-84.79
21934000,-84.25
21943000,-84.25
21952000,-82.45
21961000,-84.9
21970000,-84.79
21979000,-84.9
21988000,-83.64
21997000,-84.9
22006000,-85.37
22015000,-84.04
22024000,-85.01
22033000,-83.07
22042000,-84.46
22051000,-83.94
22060000,-84.46
22069000,-85.86
22078000,-84.35
22087000,-83.64
22096000,-84.46
22105000,-84.03
22114000,-85.49
22123000,-85.01
22132000,-82.19
22141000,-84.68
22150000,-83.25
22159000,-82.89
22168000,-83.94
22177000,-85.37
22186000,-84.56
22195000,-84.25
22204000,-82.89
22213000,-83.83
22222000,-83.25
22231000,-84.56
22240000,-84.14
22249000,-83.25
22258000,-83.83
22267000,-84.35
22276000,-83.73
22285000,-84.9
22294000,-84.24
22303000,-83.25
22312000,-82.53
22321000,-83.73
22330000,-83.64
22339000,-84.24
22348000,-84.78
22357000,-83.25
22366000,-84.46
22375000,-83.83
22384000,-84.68
22393000,-82.36
22402000,-84.03
22411000,-84.9
22420000,-84.24
22429000,-85.36
22438000,-82.89
22447000,-82.89
22456000,-83.44
22465000,-83.25
22474000,-82.89
22483000,-83.63
22492000,-84.68
22501000,-84.45
22510000,-84.45
22519000,-84.68
22528000,-84.45
22537000,-84.68
22546000,-83.63
22555000,-83.73
22564000,-84.24
22573000,-83.63
22582000,-82.88
22591000,-85.12
22600000,-82.53
22609000,-83.93
22618000,-84.67
22627000,-83.93
22636000,-85.12
22645000,-83.54
22654000,-84.89
22663000,-84.67
22672000,-84.03
22681000,-84.56
22690000,-85.12
22699000,-85.36
22708000,-84.24
22717000,-83.63
22726000,-83.83
22735000,-82.02
22744000,-83.83
22753000,-83.16
22762000,-84.78
22771000,-83.83
22780000,-84.89
22789000,-84.78
22798000,-84.89
22807000,-84.45
22816000,-83.63
22825000,-84.24
22834000,-85.36
22843000,-82.19
22852000,-83.83
22861000,-84.78
22870000,-82.97
22879000,-83.34
22888000,-84.89
22897000,-84.67
22906000,-83.06
22915000,-84.24
22924000,-84.78
22933000,-84.13
22942000,-85.01
22951000,-83.24
22960000,-82.35
22969000,-84.67
22978000,-84.45
22987000,-83.73
22996000,-83.63
23005000,-83.82
23014000,-83.93
23023000,-85.36
23032000,-84.24
23041000,-84.45
23050000,-82.7
23059000,-83.73
23068000,-84.56
23077000,-84.45
23086000,-83.06
23095000,-85.36
23104000,-84.24
23113000,-81.7
23122000,-84.45
23131000,-84.89
23140000,-85.61
23149000,-83.82
23158000,-81.32
23167000,-84.03
23176000,-84.67
23185000,-83.63
23194000,-81.09
23203000,-84.67
23212000,-84.03
23221000,-84.13
23230000,-83.53
23239000,-84.45
23248000,-84.78
23257000,-84.89
23266000,-84.67
23275000,-83.43
23284000,-83.93
23293000,-84.67
23302000,-83.34
23311000,-84.03
23320000,-84.67
23329000,-83.34
23338000,-83.63
23347000,-83.05
23356000,-83.53
23365000,-84.24
23374000,-84.89
23383000,-84.24
23392000,-83.34
23401000,-84.77
23410000,-83.24
23419000,-83.93
23428000,-83.05
23437000,-84.55
23446000,-82.69
23455000,-83.93
23464000,-83.15
23473000,-84.89
23482000,-84.02
23491000,-84.67
23500000,-83.43
23509000,-82.78
23518000,-82.88
23527000,-84.13
23536000,-84.02
23545000,-82.18
23554000,-84.67
23563000,-83.82
23572000,-83.72
23581000,-83.93
23590000,-83.33
23599000,-84.13
23608000,-82.88
23617000,-83.72
23626000,-81.39
23635000,-83.63
23644000,-84.77
23653000,-85.98
23662000,-82.88
23671000,-83.93
23680000,-84.45
23689000,-83.63
23698000,-82.43
23707000,-82.43
23716000,-84.45
23725000,-84.89
23734000,-83.72
23743000,-84.02
23752000,-83.24
23761000,-84.27
23770000,-85.51
23779000,-84.27
23788000,-84.27
23797000,-85.63
23806000,-85.15
23815000,-82.38
23824000,-83.85
23833000,-83.85
23842000,-84.16
23851000,-83.56
23860000,-83.85
23869000,-85.15
23878000,-84.05
23887000,-83.85
23896000,-83.46
23905000,-84.37
23914000,-84.27
23923000,-84.37
23932000,-84.05
23941000,-82.81
23950000,-84.48
23959000,-84.58
23968000,-84.48
23977000,-83.08
