,Frequency (Hz),Amplitude (dBm)
1285,1385000,-73.66
1286,1386000,-74.61
1287,1387000,-74.71
1288,1388000,-73.03
1289,1389000,-71.14
1290,1390000,-73.41
1291,1391000,-72.65
1292,1392000,-74.25
1293,1393000,-73.57
1294,1394000,-71.39
1295,1395000,-73.26
1296,1396000,-72.8
1297,1397000,-73.57
1298,1398000,-72.73
1299,1399000,-71.91
1300,1400000,-74.0
1301,1401000,-72.36
1302,1402000,-72.73
1303,1403000,-72.65
1304,1404000,-74.0
1305,1405000,-73.03
1306,1406000,-73.74
1307,1407000,-72.15
1308,1408000,-73.91
1309,1409000,-73.91
1310,1410000,-74.34
1311,1411000,-74.8
1312,1412000,-74.34
1313,1413000,-73.03
1314,1414000,-73.41
1315,1415000,-72.95
1316,1416000,-74.61
1317,1417000,-75.58
1318,1418000,-74.44
1319,1419000,-73.57
1320,1420000,-74.25
1321,1421000,-73.26
1322,1422000,-72.8
1323,1423000,-73.57
1324,1424000,-74.0
1325,1425000,-74.61
1326,1426000,-74.44
1327,1427000,-72.08
1328,1428000,-73.41
1329,1429000,-73.74
1330,1430000,-73.33
1331,1431000,-72.95
1332,1432000,-74.25
1333,1433000,-73.74
1334,1434000,-74.71
1335,1435000,-74.08
1336,1436000,-72.73
1337,1437000,-74.08
1338,1438000,-72.36
1339,1439000,-73.03
1340,1440000,-73.66
1341,1441000,-74.08
1342,1442000,-73.1
1343,1443000,-73.03
1344,1444000,-74.61
1345,1445000,-74.71
1346,1446000,-73.57
1347,1447000,-73.74
1348,1448000,-74.0
1349,1449000,-71.87
1350,1450000,-74.22
1351,1451000,-74.31
1352,1452000,-72.77
1353,1453000,-75.16
1354,1454000,-73.07
1355,1455000,-74.31
1356,1456000,-72.77
1357,1457000,-74.41
1358,1458000,-72.99
1359,1459000,-74.96
1360,1460000,-73.07
1361,1461000,-71.74
1362,1462000,-75.06
1363,1463000,-74.22
1364,1464000,-75.06
1365,1465000,-73.63
1366,1466000,-73.22
1367,1467000,-75.16
1368,1468000,-74.31
1369,1469000,-73.63
1370,1470000,-74.41
1371,1471000,-73.88
1372,1472000,-74.31
1373,1473000,-74.77
1374,1474000,-74.68
1375,1475000,-74.58
1376,1476000,-73.54
1377,1477000,-73.88
1378,1478000,-73.71
1379,1479000,-75.35
1380,1480000,-74.31
1381,1481000,-73.22
1382,1482000,-74.58
1383,1483000,-72.69
1384,1484000,-74.31
1385,1485000,-73.63
1386,1486000,-74.41
1387,1487000,-74.41
1388,1488000,-75.46
1389,1489000,-75.46
1390,1490000,-73.71
1391,1491000,-74.58
1392,1492000,-74.22
1393,1493000,-74.31
1394,1494000,-74.77
1395,1495000,-73.63
1396,1496000,-73.54
1397,1497000,-72.62
1398,1498000,-73.63
1399,1499000,-72.12
1400,1500000,-73.06
1401,1501000,-72.05
1402,1502000,-72.47
1403,1503000,-73.54
1404,1504000,-74.05
1405,1505000,-73.63
1406,1506000,-74.58
1407,1507000,-73.96
1408,1508000,-73.71
1409,1509000,-74.05
1410,1510000,-74.41
1411,1511000,-74.41
1412,1512000,-72.91
1413,1513000,-73.63
1414,1514000,-75.76
1415,1515000,-74.34
1416,1516000,-73.91
1417,1517000,-75.38
1418,1518000,-74.0
1419,1519000,-74.61
1420,1520000,-75.19
1421,1521000,-73.91
1422,1522000,-74.71
1423,1523000,-74.8
1424,1524000,-74.25
1425,1525000,-73.66
1426,1526000,-73.57
1427,1527000,-74.25
1428,1528000,-75.49
1429,1529000,-73.91
1430,1530000,-74.38
1431,1531000,-73.52
1432,1532000,-73.61
1433,1533000,-71.85
1434,1534000,-73.52
1435,1535000,-74.2
1436,1536000,-74.03
1437,1537000,-72.17
1438,1538000,-74.66
1439,1539000,-73.52
1440,1540000,-74.74
1441,1541000,-74.29
1442,1542000,-74.2
1443,1543000,-74.38
1444,1544000,-72.89
1445,1545000,-75.43
1446,1546000,-73.85
1447,1547000,-72.03
1448,1548000,-75.33
1449,1549000,-73.28
1450,1550000,-74.03
1451,1551000,-73.52
1452,1552000,-72.97
1453,1553000,-73.94
1454,1554000,-74.29
1455,1555000,-73.04
1456,1556000,-74.56
1457,1557000,-72.89
1458,1558000,-72.67
1459,1559000,-74.03
1460,1560000,-74.66
1461,1561000,-73.61
1462,1562000,-74.66
1463,1563000,-73.69
1464,1564000,-72.97
1465,1565000,-73.2
1466,1566000,-73.2
1467,1567000,-72.89
1468,1568000,-74.29
1469,1569000,-73.28
1470,1570000,-73.61
1471,1571000,-73.85
1472,1572000,-74.56
1473,1573000,-73.04
1474,1574000,-73.2
1475,1575000,-72.45
1476,1576000,-73.69
1477,1577000,-73.85
1478,1578000,-72.89
1479,1579000,-72.97
1480,1580000,-73.94
1481,1581000,-74.2
1482,1582000,-72.94
1483,1583000,-73.91
1484,1584000,-74.17
1485,1585000,-72.94
1486,1586000,-73.58
1487,1587000,-72.86
1488,1588000,-73.17
1489,1589000,-73.33
1490,1590000,-73.25
1491,1591000,-73.65
1492,1592000,-73.33
1493,1593000,-73.25
1494,1594000,-71.56
1495,1595000,-72.86
1496,1596000,-74.0
1497,1597000,-72.42
1498,1598000,-74.25
1499,1599000,-72.07
1500,1600000,-72.71
1501,1601000,-72.64
1502,1602000,-73.25
1503,1603000,-72.56
1504,1604000,-72.71
1505,1605000,-74.53
1506,1606000,-75.0
1507,1607000,-74.62
1508,1608000,-73.65
1509,1609000,-73.25
1510,1610000,-75.1
1511,1611000,-74.71
1512,1612000,-73.01
1513,1613000,-73.65
1514,1614000,-74.35
1515,1615000,-74.17
1516,1616000,-73.65
1517,1617000,-74.62
1518,1618000,-73.25
1519,1619000,-74.17
1520,1620000,-74.0
1521,1621000,-72.35
1522,1622000,-74.35
1523,1623000,-74.71
1524,1624000,-74.25
1525,1625000,-73.17
1526,1626000,-72.56
1527,1627000,-73.82
1528,1628000,-74.53
1529,1629000,-72.94
1530,1630000,-74.35
1531,1631000,-72.86
1532,1632000,-73.65
1533,1633000,-73.58
1534,1634000,-74.71
1535,1635000,-74.53
1536,1636000,-72.71
1537,1637000,-71.56
1538,1638000,-72.07
1539,1639000,-73.25
1540,1640000,-74.62
1541,1641000,-74.53
1542,1642000,-73.17
1543,1643000,-73.33
1544,1644000,-74.53
1545,1645000,-73.01
1546,1646000,-71.82
1547,1647000,-73.33
1548,1648000,-75.0
1549,1649000,-74.62
1550,1650000,-75.1
1551,1651000,-73.57
1552,1652000,-74.0
1553,1653000,-74.35
1554,1654000,-72.42
1555,1655000,-73.65
1556,1656000,-73.01
1557,1657000,-71.3
1558,1658000,-75.1
1559,1659000,-73.01
1560,1660000,-74.35
1561,1661000,-74.91
1562,1662000,-73.91
1563,1663000,-73.91
1564,1664000,-73.01
1565,1665000,-72.94
1566,1666000,-73.49
1567,1667000,-74.71
1568,1668000,-74.0
1569,1669000,-74.91
1570,1670000,-73.25
1571,1671000,-73.82
1572,1672000,-74.0
1573,1673000,-73.25
1574,1674000,-73.49
1575,1675000,-74.53
1576,1676000,-71.69
1577,1677000,-73.25
1578,1678000,-74.17
1579,1679000,-72.71
1580,1680000,-73.57
1581,1681000,-73.49
1582,1682000,-74.71
1583,1683000,-74.25
1584,1684000,-74.71
1585,1685000,-74.91
1586,1686000,-72.42
1587,1687000,-74.25
1588,1688000,-74.71
1589,1689000,-75.29
1590,1690000,-75.5
1591,1691000,-74.53
1592,1692000,-73.57
1593,1693000,-74.17
1594,1694000,-74.91
1595,1695000,-73.57
1596,1696000,-72.86
1597,1697000,-74.17
1598,1698000,-72.0
1599,1699000,-72.07
1600,1700000,-69.58
1601,1701000,-71.3
1602,1702000,-73.01
1603,1703000,-73.25
1604,1704000,-73.17
1605,1705000,-73.57
1606,1706000,-72.71
1607,1707000,-72.71
1608,1708000,-75.4
1609,1709000,-73.82
1610,1710000,-74.28
1611,1711000,-75.11
1612,1712000,-73.6
1613,1713000,-73.44
1614,1714000,-73.68
1615,1715000,-73.76
1616,1716000,-73.28
1617,1717000,-72.75
1618,1718000,-74.61
1619,1719000,-74.61
1620,1720000,-72.22
1621,1721000,-74.33
1622,1722000,-73.99
1623,1723000,-73.73
1624,1724000,-74.61
1625,1725000,-73.57
1626,1726000,-75.08
1627,1727000,-75.08
1628,1728000,-75.08
1629,1729000,-74.43
1630,1730000,-74.7
1631,1731000,-72.43
1632,1732000,-74.79
1633,1733000,-74.7
1634,1734000,-74.33
1635,1735000,-74.61
1636,1736000,-74.43
1637,1737000,-73.41
1638,1738000,-73.9
1639,1739000,-73.9
1640,1740000,-74.43
1641,1741000,-74.24
1642,1742000,-73.65
1643,1743000,-74.61
1644,1744000,-74.7
1645,1745000,-73.25
1646,1746000,-73.57
1647,1747000,-74.43
1648,1748000,-73.09
1649,1749000,-74.43
1650,1750000,-73.9
1651,1751000,-72.43
1652,1752000,-73.99
1653,1753000,-74.79
1654,1754000,-75.08
1655,1755000,-73.09
1656,1756000,-74.7
1657,1757000,-74.43
1658,1758000,-73.65
1659,1759000,-74.61
1660,1760000,-74.7
1661,1761000,-74.79
1662,1762000,-74.98
1663,1763000,-74.08
1664,1764000,-74.08
1665,1765000,-73.65
1666,1766000,-73.73
1667,1767000,-75.58
1668,1768000,-73.99
1669,1769000,-72.79
1670,1770000,-73.65
1671,1771000,-74.33
1672,1772000,-72.94
1673,1773000,-74.79
1674,1774000,-74.24
1675,1775000,-73.65
1676,1776000,-74.79
1677,1777000,-74.33
1678,1778000,-74.7
1679,1779000,-74.33
1680,1780000,-74.7
1681,1781000,-76.0
1682,1782000,-74.61
1683,1783000,-74.43
1684,1784000,-73.56
1685,1785000,-74.7
1686,1786000,-74.98
1687,1787000,-72.07
1688,1788000,-75.08
1689,1789000,-74.33
1690,1790000,-74.24
1691,1791000,-73.73
1692,1792000,-73.02
1693,1793000,-74.7
1694,1794000,-73.9
1695,1795000,-73.99
1696,1796000,-73.65
1697,1797000,-71.38
1698,1798000,-72.94
1699,1799000,-73.09
1700,1800000,-73.41
1701,1801000,-72.79
1702,1802000,-73.25
1703,1803000,-73.56
1704,1804000,-74.7
1705,1805000,-74.24
1706,1806000,-74.61
1707,1807000,-73.99
1708,1808000,-73.09
1709,1809000,-75.37
1710,1810000,-74.08
1711,1811000,-74.98
1712,1812000,-74.24
1713,1813000,-74.08
1714,1814000,-73.65
1715,1815000,-75.79
1716,1816000,-73.73
1717,1817000,-73.73
1718,1818000,-73.65
1719,1819000,-75.58
1720,1820000,-75.08
1721,1821000,-74.43
1722,1822000,-74.24
1723,1823000,-74.08
1724,1824000,-75.37
1725,1825000,-75.58
1726,1826000,-74.7
1727,1827000,-74.24
1728,1828000,-72.5
1729,1829000,-73.25
1730,1830000,-73.99
1731,1831000,-74.98
1732,1832000,-75.08
1733,1833000,-74.61
1734,1834000,-74.7
1735,1835000,-75.48
1736,1836000,-74.79
1737,1837000,-73.9
1738,1838000,-73.99
1739,1839000,-75.37
1740,1840000,-73.25
1741,1841000,-73.25
1742,1842000,-74.61
1743,1843000,-74.24
1744,1844000,-72.14
1745,1845000,-74.08
1746,1846000,-73.41
1747,1847000,-75.18
1748,1848000,-74.98
1749,1849000,-74.98
1750,1850000,-73.99
1751,1851000,-73.41
1752,1852000,-74.24
1753,1853000,-74.08
1754,1854000,-73.56
1755,1855000,-74.08
1756,1856000,-74.6
1757,1857000,-75.89
1758,1858000,-76.22
1759,1859000,-73.73
1760,1860000,-75.58
1761,1861000,-74.43
1762,1862000,-74.08
1763,1863000,-74.79
1764,1864000,-74.43
1765,1865000,-75.18
1766,1866000,-73.99
1767,1867000,-73.56
1768,1868000,-74.6
1769,1869000,-74.79
1770,1870000,-73.99
1771,1871000,-71.13
1772,1872000,-72.36
1773,1873000,-73.9
1774,1874000,-74.7
1775,1875000,-75.08
1776,1876000,-73.25
1777,1877000,-73.33
1778,1878000,-75.57
1779,1879000,-74.33
1780,1880000,-75.48
1781,1881000,-73.99
1782,1882000,-74.7
1783,1883000,-75.08
1784,1884000,-73.02
1785,1885000,-74.79
1786,1886000,-74.79
1787,1887000,-74.6
1788,1888000,-73.41
1789,1889000,-73.9
1790,1890000,-74.7
1791,1891000,-74.98
1792,1892000,-74.33
1793,1893000,-74.43
1794,1894000,-72.72
1795,1895000,-73.99
1796,1896000,-73.73
1797,1897000,-72.72
1798,1898000,-73.09
1799,1899000,-72.07
1800,1900000,-73.33
1801,1901000,-73.99
1802,1902000,-72.5
1803,1903000,-74.08
1804,1904000,-74.6
1805,1905000,-72.72
1806,1906000,-74.33
1807,1907000,-74.24
1808,1908000,-74.43
1809,1909000,-73.9
1810,1910000,-74.43
1811,1911000,-73.02
1812,1912000,-74.6
1813,1913000,-74.79
1814,1914000,-73.65
1815,1915000,-74.08
1816,1916000,-74.33
1817,1917000,-73.56
1818,1918000,-73.33
1819,1919000,-74.95
1820,1920000,-72.99
1821,1921000,-74.76
1822,1922000,-75.34
1823,1923000,-75.34
1824,1924000,-73.87
1825,1925000,-73.38
1826,1926000,-74.76
1827,1927000,-75.15
1828,1928000,-74.58
1829,1929000,-73.96
1830,1930000,-74.21
1831,1931000,-71.35
1832,1932000,-74.21
1833,1933000,-75.05
1834,1934000,-75.05
1835,1935000,-74.95
1836,1936000,-73.62
1837,1937000,-74.4
1838,1938000,-74.05
1839,1939000,-74.57
1840,1940000,-75.97
1841,1941000,-75.05
1842,1942000,-74.67
1843,1943000,-75.15
1844,1944000,-75.15
1845,1945000,-75.86
1846,1946000,-74.4
1847,1947000,-74.05
1848,1948000,-74.3
1849,1949000,-72.99
1850,1950000,-75.39
1851,1951000,-73.32
1852,1952000,-74.34
1853,1953000,-75.29
1854,1954000,-74.9
1855,1955000,-74.7
1856,1956000,-72.63
1857,1957000,-74.24
1858,1958000,-72.63
1859,1959000,-73.24
1860,1960000,-75.39
1861,1961000,-73.9
1862,1962000,-75.49
1863,1963000,-74.62
1864,1964000,-75.29
1865,1965000,-74.7
1866,1966000,-75.91
1867,1967000,-75.81
1868,1968000,-73.16
1869,1969000,-73.0
1870,1970000,-73.16
1871,1971000,-75.81
1872,1972000,-73.99
1873,1973000,-75.29
1874,1974000,-74.7
1875,1975000,-74.61
1876,1976000,-75.49
1877,1977000,-74.61
1878,1978000,-74.99
1879,1979000,-75.09
1880,1980000,-75.49
1881,1981000,-74.7
1882,1982000,-75.39
1883,1983000,-75.39
1884,1984000,-75.12
1885,1985000,-75.31
1886,1986000,-75.12
1887,1987000,-74.93
1888,1988000,-75.42
1889,1989000,-74.55
1890,1990000,-74.37
1891,1991000,-75.31
1892,1992000,-74.64
1893,1993000,-74.27
1894,1994000,-74.19
1895,1995000,-74.19
1896,1996000,-74.37
1897,1997000,-73.51
1898,1998000,-72.44
1899,1999000,-73.51
1900,2000000,-73.51
1901,2001000,-73.03
1902,2002000,-72.44
1903,2003000,-74.19
1904,2004000,-70.71
1905,2005000,-75.52
1906,2006000,-74.37
1907,2007000,-75.31
1908,2008000,-75.02
1909,2009000,-74.19
1910,2010000,-74.64
1911,2011000,-73.51
1912,2012000,-75.02
1913,2013000,-75.02
1914,2014000,-74.64
1915,2015000,-76.16
1916,2016000,-74.55
1917,2017000,-74.73
1918,2018000,-75.02
1919,2019000,-73.67
1920,2020000,-75.52
1921,2021000,-74.64
1922,2022000,-72.02
1923,2023000,-75.02
1924,2024000,-74.64
1925,2025000,-76.16
1926,2026000,-75.12
1927,2027000,-75.42
1928,2028000,-74.55
1929,2029000,-73.51
1930,2030000,-74.19
1931,2031000,-74.37
1932,2032000,-75.52
1933,2033000,-75.73
1934,2034000,-73.67
1935,2035000,-74.55
1936,2036000,-72.3
1937,2037000,-75.83
1938,2038000,-73.51
1939,2039000,-73.84
1940,2040000,-75.42
1941,2041000,-76.27
1942,2042000,-75.52
1943,2043000,-77.22
1944,2044000,-74.19
1945,2045000,-74.64
1946,2046000,-74.93
1947,2047000,-75.42
1948,2048000,-74.64
1949,2049000,-74.93
1950,2050000,-74.67
1951,2051000,-75.15
1952,2052000,-74.76
1953,2053000,-74.58
1954,2054000,-75.45
1955,2055000,-74.76
1956,2056000,-75.34
1957,2057000,-75.05
1958,2058000,-73.87
1959,2059000,-75.05
1960,2060000,-74.05
1961,2061000,-74.58
1962,2062000,-73.62
1963,2063000,-75.05
1964,2064000,-73.87
1965,2065000,-74.96
1966,2066000,-73.96
1967,2067000,-76.19
1968,2068000,-75.55
1969,2069000,-75.45
1970,2070000,-74.96
1971,2071000,-74.22
1972,2072000,-74.67
1973,2073000,-73.96
1974,2074000,-75.15
1975,2075000,-74.67
1976,2076000,-74.67
1977,2077000,-74.67
1978,2078000,-74.96
1979,2079000,-75.86
1980,2080000,-72.69
1981,2081000,-74.58
1982,2082000,-74.4
1983,2083000,-72.99
1984,2084000,-74.96
1985,2085000,-74.58
1986,2086000,-74.22
1987,2087000,-73.87
1988,2088000,-75.05
1989,2089000,-73.87
1990,2090000,-74.05
1991,2091000,-73.96
1992,2092000,-74.76
1993,2093000,-75.05
1994,2094000,-74.4
1995,2095000,-72.91
1996,2096000,-73.87
1997,2097000,-74.67
1998,2098000,-72.61
1999,2099000,-73.06
2000,2100000,-74.4
2001,2101000,-73.54
2002,2102000,-73.96
2003,2103000,-74.05
2004,2104000,-73.87
2005,2105000,-75.15
2006,2106000,-73.87
2007,2107000,-75.15
2008,2108000,-74.76
2009,2109000,-73.7
2010,2110000,-75.86
2011,2111000,-75.15
2012,2112000,-75.76
2013,2113000,-75.76
2014,2114000,-74.05
2015,2115000,-74.96
2016,2116000,-74.96
2017,2117000,-76.19
2018,2118000,-74.05
2019,2119000,-75.97
2020,2120000,-74.67
2021,2121000,-76.19
2022,2122000,-74.96
2023,2123000,-74.22
2024,2124000,-74.4
2025,2125000,-74.67
2026,2126000,-74.96
2027,2127000,-74.58
2028,2128000,-74.96
2029,2129000,-74.4
2030,2130000,-73.22
2031,2131000,-75.97
2032,2132000,-74.76
2033,2133000,-74.58
2034,2134000,-74.96
2035,2135000,-75.15
2036,2136000,-75.34
2037,2137000,-75.45
2038,2138000,-75.15
2039,2139000,-74.05
2040,2140000,-75.45
2041,2141000,-75.34
2042,2142000,-76.64
2043,2143000,-75.34
2044,2144000,-74.76
2045,2145000,-74.67
2046,2146000,-74.76
2047,2147000,-75.86
2048,2148000,-74.58
2049,2149000,-75.15
2050,2150000,-75.55
2051,2151000,-75.05
2052,2152000,-74.76
2053,2153000,-76.41
2054,2154000,-73.96
2055,2155000,-74.96
2056,2156000,-74.4
2057,2157000,-75.34
2058,2158000,-74.58
2059,2159000,-74.58
2060,2160000,-74.96
2061,2161000,-75.05
2062,2162000,-75.15
2063,2163000,-73.06
2064,2164000,-75.05
2065,2165000,-74.21
2066,2166000,-76.3
2067,2167000,-73.62
2068,2168000,-73.54
2069,2169000,-74.58
2070,2170000,-74.21
2071,2171000,-73.96
2072,2172000,-74.58
2073,2173000,-73.22
2074,2174000,-74.76
2075,2175000,-74.96
2076,2176000,-74.96
2077,2177000,-75.97
2078,2178000,-75.76
2079,2179000,-74.96
2080,2180000,-75.97
2081,2181000,-73.7
2082,2182000,-73.3
2083,2183000,-75.34
2084,2184000,-73.87
2085,2185000,-76.64
2086,2186000,-75.05
2087,2187000,-75.55
2088,2188000,-75.45
2089,2189000,-71.74
2090,2190000,-74.4
2091,2191000,-75.34
2092,2192000,-74.21
2093,2193000,-75.55
2094,2194000,-74.4
2095,2195000,-74.05
2096,2196000,-75.05
2097,2197000,-73.7
2098,2198000,-73.3
2099,2199000,-71.74
2100,2200000,-74.63
2101,2201000,-73.12
2102,2202000,-74.73
2103,2203000,-73.12
2104,2204000,-72.67
2105,2205000,-73.59
2106,2206000,-75.01
2107,2207000,-75.01
2108,2208000,-75.51
2109,2209000,-74.27
2110,2210000,-74.73
2111,2211000,-76.35
2112,2212000,-73.76
2113,2213000,-75.6
2114,2214000,-73.59
2115,2215000,-74.82
2116,2216000,-73.93
2117,2217000,-74.82
2118,2218000,-75.4
2119,2219000,-73.68
2120,2220000,-76.25
2121,2221000,-73.12
2122,2222000,-75.6
2123,2223000,-75.51
2124,2224000,-73.27
2125,2225000,-76.47
2126,2226000,-73.68
2127,2227000,-73.93
2128,2228000,-73.43
2129,2229000,-75.92
2130,2230000,-75.4
2131,2231000,-76.25
2132,2232000,-75.11
2133,2233000,-74.73
2134,2234000,-75.6
2135,2235000,-75.01
2136,2236000,-75.51
2137,2237000,-75.21
2138,2238000,-73.93
2139,2239000,-74.73
2140,2240000,-76.82
2141,2241000,-74.73
2142,2242000,-74.1
2143,2243000,-74.02
2144,2244000,-75.01
2145,2245000,-75.51
2146,2246000,-74.27
2147,2247000,-75.51
2148,2248000,-74.57
2149,2249000,-75.15
2150,2250000,-74.21
2151,2251000,-74.57
2152,2252000,-74.76
2153,2253000,-74.3
2154,2254000,-73.87
2155,2255000,-74.76
2156,2256000,-75.86
2157,2257000,-74.57
2158,2258000,-75.05
2159,2259000,-75.97
2160,2260000,-73.29
2161,2261000,-75.75
2162,2262000,-74.04
2163,2263000,-73.7
2164,2264000,-75.97
2165,2265000,-74.57
2166,2266000,-74.67
2167,2267000,-74.4
2168,2268000,-75.45
2169,2269000,-75.34
2170,2270000,-75.15
2171,2271000,-72.98
2172,2272000,-75.54
2173,2273000,-73.95
2174,2274000,-75.86
2175,2275000,-75.05
2176,2276000,-75.45
2177,2277000,-75.34
2178,2278000,-76.29
2179,2279000,-74.4
2180,2280000,-75.97
2181,2281000,-75.45
2182,2282000,-74.67
2183,2283000,-74.67
2184,2284000,-74.67
2185,2285000,-73.95
2186,2286000,-75.05
2187,2287000,-74.76
2188,2288000,-74.95
2189,2289000,-75.54
2190,2290000,-75.15
2191,2291000,-74.67
2192,2292000,-74.21
2193,2293000,-74.3
2194,2294000,-73.37
2195,2295000,-73.62
2196,2296000,-74.67
2197,2297000,-73.95
2198,2298000,-73.7
2199,2299000,-74.21
2200,2300000,-73.7
2201,2301000,-72.76
2202,2302000,-71.22
2203,2303000,-73.29
2204,2304000,-72.98
2205,2305000,-74.04
2206,2306000,-75.45
2207,2307000,-73.06
2208,2308000,-75.75
2209,2309000,-74.4
2210,2310000,-74.95
2211,2311000,-73.95
2212,2312000,-74.76
2213,2313000,-74.21
2214,2314000,-74.57
2215,2315000,-75.34
2216,2316000,-74.07
2217,2317000,-75.99
2218,2318000,-74.79
2219,2319000,-74.07
2220,2320000,-72.71
2221,2321000,-75.17
2222,2322000,-74.07
2223,2323000,-75.37
2224,2324000,-73.73
2225,2325000,-75.89
2226,2326000,-75.08
2227,2327000,-75.57
2228,2328000,-74.24
2229,2329000,-74.7
2230,2330000,-73.98
2231,2331000,-74.98
2232,2332000,-73.98
2233,2333000,-74.33
2234,2334000,-75.17
2235,2335000,-75.17
2236,2336000,-75.78
2237,2337000,-74.7
2238,2338000,-75.08
2239,2339000,-74.79
2240,2340000,-75.08
2241,2341000,-75.89
2242,2342000,-74.42
2243,2343000,-73.01
2244,2344000,-74.33
2245,2345000,-75.89
2246,2346000,-73.9
2247,2347000,-73.65
2248,2348000,-75.37
2249,2349000,-74.79
2250,2350000,-75.89
2251,2351000,-75.47
2252,2352000,-75.08
2253,2353000,-74.98
2254,2354000,-75.17
2255,2355000,-74.98
2256,2356000,-73.32
2257,2357000,-75.47
2258,2358000,-75.37
2259,2359000,-75.37
2260,2360000,-74.18
2261,2361000,-75.83
2262,2362000,-75.02
2263,2363000,-74.92
2264,2364000,-74.37
2265,2365000,-74.54
2266,2366000,-75.51
2267,2367000,-76.16
2268,2368000,-75.12
2269,2369000,-74.02
2270,2370000,-73.93
2271,2371000,-76.16
2272,2372000,-76.16
2273,2373000,-76.26
2274,2374000,-75.42
2275,2375000,-74.54
2276,2376000,-75.31
2277,2377000,-75.02
2278,2378000,-75.12
2279,2379000,-75.42
2280,2380000,-75.94
2281,2381000,-74.18
2282,2382000,-76.26
2283,2383000,-76.26
2284,2384000,-75.12
2285,2385000,-75.42
2286,2386000,-74.92
2287,2387000,-73.03
2288,2388000,-74.73
2289,2389000,-76.26
2290,2390000,-75.31
2291,2391000,-74.73
2292,2392000,-74.64
2293,2393000,-74.54
2294,2394000,-75.31
2295,2395000,-74.18
2296,2396000,-73.84
2297,2397000,-72.58
2298,2398000,-73.59
2299,2399000,-73.19
2300,2400000,-74.54
2301,2401000,-74.27
2302,2402000,-73.84
2303,2403000,-73.67
2304,2404000,-74.54
2305,2405000,-74.73
2306,2406000,-74.64
2307,2407000,-74.73
2308,2408000,-75.83
2309,2409000,-73.19
2310,2410000,-75.31
2311,2411000,-74.54
2312,2412000,-74.92
2313,2413000,-74.73
2314,2414000,-75.73
2315,2415000,-75.73
2316,2416000,-74.92
2317,2417000,-75.12
2318,2418000,-74.73
2319,2419000,-74.92
2320,2420000,-75.31
2321,2421000,-74.18
2322,2422000,-75.94
2323,2423000,-75.51
2324,2424000,-75.51
2325,2425000,-76.16
2326,2426000,-75.31
2327,2427000,-76.16
2328,2428000,-75.02
2329,2429000,-73.93
2330,2430000,-74.18
2331,2431000,-75.83
2332,2432000,-75.12
2333,2433000,-77.09
2334,2434000,-75.31
2335,2435000,-76.38
2336,2436000,-75.51
2337,2437000,-75.31
2338,2438000,-74.01
2339,2439000,-75.51
2340,2440000,-75.31
2341,2441000,-75.02
2342,2442000,-73.19
2343,2443000,-74.92
2344,2444000,-74.92
2345,2445000,-74.92
2346,2446000,-76.26
2347,2447000,-76.61
2348,2448000,-75.12
2349,2449000,-74.64
2350,2450000,-75.36
2351,2451000,-74.87
2352,2452000,-76.1
2353,2453000,-74.13
2354,2454000,-74.31
2355,2455000,-74.87
2356,2456000,-74.13
2357,2457000,-75.46
2358,2458000,-75.78
2359,2459000,-76.21
2360,2460000,-74.13
2361,2461000,-74.97
2362,2462000,-75.26
2363,2463000,-75.06
2364,2464000,-74.97
2365,2465000,-74.22
2366,2466000,-75.46
2367,2467000,-74.13
2368,2468000,-74.59
2369,2469000,-75.26
2370,2470000,-75.46
2371,2471000,-75.36
2372,2472000,-75.26
2373,2473000,-75.36
2374,2474000,-74.59
2375,2475000,-75.26
2376,2476000,-75.46
2377,2477000,-74.68
2378,2478000,-75.36
2379,2479000,-74.59
2380,2480000,-75.36
2381,2481000,-73.78
2382,2482000,-75.26
2383,2483000,-76.1
2384,2484000,-75.78
2385,2485000,-74.49
2386,2486000,-75.06
2387,2487000,-74.97
2388,2488000,-75.46
2389,2489000,-75.88
2390,2490000,-75.78
2391,2491000,-75.26
2392,2492000,-74.13
2393,2493000,-74.87
2394,2494000,-73.13
2395,2495000,-73.87
2396,2496000,-73.78
2397,2497000,-73.21
2398,2498000,-73.54
2399,2499000,-71.52
2400,2500000,-73.21
2401,2501000,-72.24
2402,2502000,-75.06
2403,2503000,-73.45
2404,2504000,-74.49
2405,2505000,-71.78
2406,2506000,-74.87
2407,2507000,-74.31
2408,2508000,-74.13
2409,2509000,-74.87
2410,2510000,-76.68
2411,2511000,-75.06
2412,2512000,-75.36
2413,2513000,-75.06
2414,2514000,-74.67
2415,2515000,-75.67
2416,2516000,-74.97
2417,2517000,-73.96
2418,2518000,-75.46
2419,2519000,-74.49
2420,2520000,-75.46
2421,2521000,-75.06
2422,2522000,-73.78
2423,2523000,-74.22
2424,2524000,-75.06
2425,2525000,-75.26
2426,2526000,-73.78
2427,2527000,-74.67
2428,2528000,-75.36
2429,2529000,-75.46
2430,2530000,-73.45
2431,2531000,-73.21
2432,2532000,-73.62
2433,2533000,-75.78
2434,2534000,-75.26
2435,2535000,-76.32
2436,2536000,-74.87
2437,2537000,-75.46
2438,2538000,-74.97
2439,2539000,-75.26
2440,2540000,-74.49
2441,2541000,-75.36
2442,2542000,-72.6
2443,2543000,-73.62
2444,2544000,-73.87
2445,2545000,-75.67
2446,2546000,-74.49
2447,2547000,-74.31
2448,2548000,-74.67
