Frequency (Hz),Amplitude (dBm)
1115000,-72.73
1116000,-72.01
1117000,-73.04
1118000,-71.56
1119000,-72.91
1120000,-72.61
1121000,-70.7
1122000,-72.25
1123000,-72.76
1124000,-72.61
1125000,-72.61
1126000,-71.89
1127000,-72.18
1128000,-72.76
1129000,-72.84
1130000,-71.96
1131000,-72.18
1132000,-73.15
1133000,-70.59
1134000,-72.76
1135000,-71.2
1136000,-71.45
1137000,-71.45
1138000,-71.2
1139000,-72.03
1140000,-74.9
1141000,-73.15
1142000,-73.23
1143000,-72.76
1144000,-72.32
1145000,-73.47
1146000,-73.07
1147000,-73.38
1148000,-71.33
1149000,-73.15
1150000,-73.38
1151000,-72.61
1152000,-73.38
1153000,-71.96
1154000,-73.81
1155000,-71.89
1156000,-72.32
1157000,-72.46
1158000,-73.72
1159000,-72.18
1160000,-71.2
1161000,-73.47
1162000,-72.91
1163000,-72.03
1164000,-71.72
1165000,-73.23
1166000,-71.96
1167000,-73.15
1168000,-72.03
1169000,-71.45
1170000,-72.32
1171000,-71.72
1172000,-72.03
1173000,-72.91
1174000,-73.47
1175000,-71.45
1176000,-72.84
1177000,-72.76
1178000,-73.47
1179000,-71.07
1180000,-72.46
1181000,-72.54
1182000,-73.81
1183000,-72.84
1184000,-71.07
1185000,-73.02
1186000,-73.17
1187000,-73.1
1188000,-72.86
1189000,-73.33
1190000,-73.42
1191000,-73.33
1192000,-73.33
1193000,-74.47
1194000,-72.49
1195000,-72.79
1196000,-72.56
1197000,-74.37
1198000,-73.33
1199000,-72.49
1200000,-72.79
1201000,-70.9
1202000,-72.13
1203000,-73.02
1204000,-72.79
1205000,-73.33
1206000,-73.5
1207000,-72.71
1208000,-71.91
1209000,-72.79
1210000,-73.5
1211000,-71.53
1212000,-70.18
1213000,-72.86
1214000,-73.67
1215000,-71.91
1216000,-73.42
1217000,-73.17
1218000,-72.56
1219000,-73.1
1220000,-71.67
1221000,-71.4
1222000,-73.84
1223000,-72.71
1224000,-73.67
1225000,-71.98
1226000,-73.1
1227000,-72.56
1228000,-73.17
1229000,-72.13
1230000,-73.67
1231000,-72.79
1232000,-73.33
1233000,-71.67
1234000,-73.1
1235000,-71.67
1236000,-73.67
1237000,-71.84
1238000,-73.67
1239000,-72.71
1240000,-71.84
1241000,-73.02
1242000,-73.17
1243000,-71.4
1244000,-72.56
1245000,-72.79
1246000,-73.33
1247000,-72.12
1248000,-72.27
1249000,-73.84
1250000,-72.27
1251000,-72.56
1252000,-72.49
1253000,-70.92
1254000,-73.12
1255000,-73.04
1256000,-72.73
1257000,-72.43
1258000,-73.04
1259000,-73.12
1260000,-73.78
1261000,-73.12
1262000,-73.04
1263000,-72.58
1264000,-73.36
1265000,-72.43
1266000,-71.69
1267000,-72.15
1268000,-71.17
1269000,-74.13
1270000,-73.78
1271000,-73.12
1272000,-72.43
1273000,-73.69
1274000,-73.12
1275000,-72.58
1276000,-73.04
1277000,-71.69
1278000,-72.29
1279000,-72.88
1280000,-73.78
1281000,-73.12
1282000,-73.04
1283000,-73.04
1284000,-73.69
1285000,-73.12
1286000,-72.73
1287000,-73.69
1288000,-71.69
1289000,-70.56
1290000,-73.53
1291000,-73.53
1292000,-71.69
1293000,-72.15
1294000,-73.12
1295000,-73.2
1296000,-72.51
1297000,-73.87
1298000,-73.69
1299000,-74.4
1300000,-71.69
1301000,-72.29
1302000,-74.22
1303000,-73.2
1304000,-74.12
1305000,-73.45
1306000,-73.78
1307000,-70.32
1308000,-73.04
1309000,-73.45
1310000,-73.12
1311000,-73.12
1312000,-74.5
1313000,-72.22
1314000,-72.01
1315000,-72.88
1316000,-73.87
1317000,-72.29
1318000,-74.5
1319000,-73.07
1320000,-72.84
1321000,-73.55
1322000,-73.47
1323000,-72.61
1324000,-73.72
1325000,-73.07
1326000,-70.23
1327000,-73.47
1328000,-73.55
1329000,-73.55
1330000,-70.95
1331000,-73.72
1332000,-73.89
1333000,-72.91
1334000,-74.61
1335000,-73.06
1336000,-74.25
1337000,-73.81
1338000,-72.84
1339000,-74.9
1340000,-73.72
1341000,-71.45
1342000,-73.89
1343000,-73.14
1344000,-73.81
1345000,-72.91
1346000,-73.38
1347000,-73.47
1348000,-70.59
1349000,-72.54
1350000,-74.25
1351000,-73.22
1352000,-73.81
1353000,-73.55
1354000,-73.72
1355000,-74.8
1356000,-72.91
1357000,-72.32
1358000,-73.81
1359000,-74.25
1360000,-74.15
1361000,-73.38
1362000,-74.8
1363000,-72.03
1364000,-73.14
1365000,-73.81
1366000,-72.84
1367000,-71.96
1368000,-73.14
1369000,-74.15
1370000,-73.38
1371000,-73.81
1372000,-75
1373000,-73.22
1374000,-71.72
1375000,-74.25
1376000,-73.89
1377000,-72.46
1378000,-73.55
1379000,-72.84
1380000,-72.24
1381000,-73.89
1382000,-75.19
1383000,-73.22
1384000,-75
1385000,-74.12
1386000,-73.04
1387000,-74.4
1388000,-73.45
1389000,-70.68
1390000,-73.45
1391000,-73.52
1392000,-72.15
1393000,-74.04
1394000,-73.69
1395000,-72.58
1396000,-73.78
1397000,-72.51
1398000,-72.88
1399000,-71.87
1400000,-74.12
1401000,-74.12
1402000,-74.04
1403000,-73.12
1404000,-73.78
1405000,-74.12
1406000,-74.12
1407000,-73.78
1408000,-72.51
1409000,-71.69
1410000,-73.04
1411000,-71.94
1412000,-74.87
1413000,-73.36
1414000,-72.01
1415000,-74.12
1416000,-75.16
1417000,-74.58
1418000,-71.87
1419000,-72.01
1420000,-74.49
1421000,-72.88
1422000,-73.87
1423000,-74.4
1424000,-74.49
1425000,-72.29
1426000,-73.36
1427000,-74.04
1428000,-74.12
1429000,-73.36
1430000,-73.12
1431000,-73.04
1432000,-72.73
1433000,-74.12
1434000,-74.4
1435000,-73.12
1436000,-74.97
1437000,-73.36
1438000,-74.12
1439000,-72.81
1440000,-73.87
1441000,-73.12
1442000,-72.22
1443000,-74.4
1444000,-74.78
1445000,-72.73
1446000,-73.36
1447000,-74.78
1448000,-73.2
1449000,-71.69
1450000,-72.43
1451000,-74.78
1452000,-72.58
1453000,-72.88
1454000,-73.52
1455000,-73.12
1456000,-73.52
1457000,-72.81
1458000,-73.52
1459000,-73.52
1460000,-74.04
1461000,-74.12
1462000,-74.49
1463000,-72.01
1464000,-73.52
1465000,-73.04
1466000,-74.49
1467000,-73.69
1468000,-74.4
1469000,-73.36
1470000,-73.36
1471000,-72.43
1472000,-73.44
1473000,-72.88
1474000,-73.2
1475000,-75.16
1476000,-73.44
1477000,-74.49
1478000,-73.69
1479000,-73.36
1480000,-74.87
1481000,-72.73
1482000,-74.04
1483000,-73.44
1484000,-73.2
1485000,-74.22
1486000,-74.12
1487000,-73.04
1488000,-74.22
1489000,-73.2
1490000,-74.4
1491000,-73.87
1492000,-73.12
1493000,-73.44
1494000,-73.12
1495000,-73.12
1496000,-73.78
1497000,-71.56
1498000,-73.44
1499000,-73.69
1500000,-74.4
1501000,-74.87
1502000,-73.36
1503000,-74.49
1504000,-72.22
1505000,-73.04
1506000,-73.69
1507000,-73.52
1508000,-73.12
1509000,-72.51
1510000,-73.12
1511000,-74.22
1512000,-71.94
1513000,-75.37
1514000,-74.78
1515000,-73.87
1516000,-75.16
1517000,-73.12
1518000,-73.17
1519000,-73.42
1520000,-74.01
1521000,-73.33
1522000,-72.4
1523000,-73.01
1524000,-74.56
1525000,-73.67
1526000,-74.47
1527000,-73.09
1528000,-71.66
1529000,-74.2
1530000,-72.07
1531000,-73.12
1532000,-73.04
1533000,-72.43
1534000,-73.61
1535000,-74.42
1536000,-72.35
1537000,-73.45
1538000,-73.12
1539000,-72.96
1540000,-73.61
1541000,-73.96
1542000,-72.35
1543000,-74.42
1544000,-71.61
1545000,-73.45
1546000,-72.73
1547000,-75.5
1548000,-73.28
1549000,-73.04
1550000,-74.7
1551000,-73.37
1552000,-74.89
1553000,-73.96
1554000,-71.61
1555000,-73.96
1556000,-73.79
1557000,-72.65
1558000,-73.37
1559000,-72.8
1560000,-72.65
1561000,-71.86
1562000,-74.14
1563000,-73.79
1564000,-72.73
1565000,-72.21
1566000,-72.65
1567000,-73.37
1568000,-73.7
1569000,-74.32
1570000,-74.04
1571000,-73.7
1572000,-73.28
1573000,-72.65
1574000,-73.28
1575000,-72.96
1576000,-73.79
1577000,-74.04
1578000,-74.04
1579000,-73.79
1580000,-73.44
1581000,-73.04
1582000,-72.65
1583000,-72.96
1584000,-74.04
1585000,-72.43
1586000,-74.46
1587000,-72.78
1588000,-73.84
1589000,-74.84
1590000,-75.76
1591000,-74.46
1592000,-74.84
1593000,-74.94
1594000,-73.33
1595000,-73.42
1596000,-74.09
1597000,-73.49
1598000,-74.94
1599000,-74.84
1600000,-73.84
1601000,-73.75
1602000,-74.46
1603000,-73.42
1604000,-73.66
1605000,-72.85
1606000,-73.33
1607000,-73.49
1608000,-74.01
1609000,-73.09
1610000,-74.01
1611000,-73.09
1612000,-75.13
1613000,-73.01
1614000,-74.75
1615000,-73.01
1616000,-73.33
1617000,-73.42
1618000,-73.17
1619000,-73.33
1620000,-73.84
1621000,-74.01
1622000,-73.17
1623000,-73.84
1624000,-74.94
1625000,-74.37
1626000,-73.01
1627000,-73.33
1628000,-73.66
1629000,-74.55
1630000,-73.84
1631000,-74.46
1632000,-73.09
1633000,-71.84
1634000,-72.55
1635000,-72.78
1636000,-74.19
1637000,-74.37
1638000,-73.33
1639000,-74.46
1640000,-74.09
1641000,-72.12
1642000,-73.66
1643000,-72.4
1644000,-74.55
1645000,-73.84
1646000,-73.66
1647000,-74.55
1648000,-74.84
1649000,-75.34
1650000,-74.19
1651000,-72.7
1652000,-74.01
1653000,-73.66
1654000,-73.66
1655000,-72.26
1656000,-73.61
1657000,-74.41
1658000,-74.04
1659000,-74.14
1660000,-72.73
1661000,-75.5
1662000,-74.04
1663000,-73.28
1664000,-73.61
1665000,-72.8
1666000,-71.35
1667000,-73.96
1668000,-75.29
1669000,-74.5
1670000,-74.5
1671000,-72.8
1672000,-74.41
1673000,-74.14
1674000,-71.93
1675000,-74.14
1676000,-74.41
1677000,-73.79
1678000,-74.04
1679000,-72.96
1680000,-74.41
1681000,-72.8
1682000,-74.14
1683000,-75.08
1684000,-74.32
1685000,-72.43
1686000,-72.65
1687000,-73.96
1688000,-74.32
1689000,-72.65
1690000,-74.41
1691000,-73.96
1692000,-74.14
1693000,-73.61
1694000,-74.79
1695000,-73.7
1696000,-74.41
1697000,-74.89
1698000,-73.61
1699000,-73.12
1700000,-70.97
1701000,-72.35
1702000,-74.79
1703000,-74.79
1704000,-73.79
1705000,-73.96
1706000,-72.73
1707000,-73.7
1708000,-74.14
1709000,-73.61
1710000,-73.39
1711000,-72.32
1712000,-75.19
1713000,-72.84
1714000,-74.43
1715000,-73.9
1716000,-73.07
1717000,-73.81
1718000,-72.91
1719000,-75.19
1720000,-73.72
1721000,-73.39
1722000,-74.43
1723000,-73.23
1724000,-72.96
1725000,-73.28
1726000,-75.05
1727000,-72.89
1728000,-74.12
1729000,-73.95
1730000,-74.66
1731000,-72.23
1732000,-73.52
1733000,-74.2
1734000,-72.66
1735000,-73.95
1736000,-74.86
1737000,-72.89
1738000,-74.3
1739000,-74.57
1740000,-74.66
1741000,-73.77
1742000,-74.86
1743000,-72.89
1744000,-74.95
1745000,-72.96
1746000,-74.95
1747000,-75.05
1748000,-72.96
1749000,-73.95
1750000,-73.86
1751000,-74.3
1752000,-72.96
1753000,-74.11
1754000,-74.3
1755000,-74.3
1756000,-73.86
1757000,-73.95
1758000,-75.35
1759000,-74.48
1760000,-74.11
1761000,-74.86
1762000,-73.52
1763000,-74.2
1764000,-74.95
1765000,-74.86
1766000,-76.2
1767000,-74.11
1768000,-73.12
1769000,-73.86
1770000,-73.28
1771000,-73.95
1772000,-74.3
1773000,-73.52
1774000,-72.89
1775000,-73.6
1776000,-74.11
1777000,-72.09
1778000,-74.11
1779000,-73.86
1780000,-72.23
1781000,-74.3
1782000,-74.48
1783000,-75.24
1784000,-72.96
1785000,-74.57
1786000,-73.2
1787000,-73.52
1788000,-73.95
1789000,-71.95
1790000,-74.11
1791000,-74.66
1792000,-73.2
1793000,-74.11
1794000,-74.57
1795000,-75.05
1796000,-73.52
1797000,-74.66
1798000,-73.86
1799000,-74.2
1800000,-73.86
1801000,-74.11
1802000,-73.95
1803000,-72.81
1804000,-74.57
1805000,-74.11
1806000,-73.77
1807000,-73.12
1808000,-75.45
1809000,-73.12
1810000,-73.95
1811000,-73.52
1812000,-73.86
1813000,-73.44
1814000,-75.87
1815000,-73.77
1816000,-74.86
1817000,-75.76
1818000,-73.77
1819000,-73.95
1820000,-74.3
1821000,-73.6
1822000,-76.54
1823000,-74.11
1824000,-73.77
1825000,-71.5
1826000,-74.86
1827000,-74.57
1828000,-74.48
1829000,-72.66
1830000,-74.57
1831000,-74.11
1832000,-73.95
1833000,-73.44
1834000,-73.52
1835000,-73.44
1836000,-74.95
1837000,-73.86
1838000,-75.76
1839000,-73.86
1840000,-73.86
1841000,-74.48
1842000,-74.85
1843000,-74.2
1844000,-74.3
1845000,-74.3
1846000,-74.2
1847000,-75.24
1848000,-75.05
1849000,-74.48
1850000,-75.24
1851000,-74.57
1852000,-74.11
1853000,-74.48
1854000,-73.95
1855000,-74.11
1856000,-73.9
1857000,-73.72
1858000,-74.52
1859000,-74.61
1860000,-75.3
1861000,-74.25
1862000,-74.25
1863000,-74.25
1864000,-75.3
1865000,-75
1866000,-72.91
1867000,-73.55
1868000,-72.84
1869000,-74.06
1870000,-73.72
1871000,-70.95
1872000,-70.95
1873000,-73.55
1874000,-74.15
1875000,-73.55
1876000,-75
1877000,-73.72
1878000,-73.55
1879000,-73.07
1880000,-74.61
1881000,-75.4
1882000,-73.9
1883000,-72.84
1884000,-74.9
1885000,-73.55
1886000,-73.72
1887000,-74.15
1888000,-74.8
1889000,-71.72
1890000,-74.06
1891000,-73.38
1892000,-73.38
1893000,-74.9
1894000,-74.61
1895000,-73.23
1896000,-75.3
1897000,-76.04
1898000,-73.55
1899000,-73.9
1900000,-75.19
1901000,-73.72
1902000,-74.8
1903000,-72.84
1904000,-73.38
1905000,-71.96
1906000,-73.23
1907000,-74.15
1908000,-71.96
1909000,-73.81
1910000,-75.19
1911000,-74.06
1912000,-74.43
1913000,-76.04
1914000,-74.25
1915000,-73.9
1916000,-75
1917000,-73.38
1918000,-73.9
1919000,-72.46
1920000,-74.8
1921000,-74.64
1922000,-74.09
1923000,-74.09
1924000,-75.84
1925000,-74.45
1926000,-75.22
1927000,-74.09
1928000,-73.17
1929000,-73.92
1930000,-75.74
1931000,-74.18
1932000,-74.83
1933000,-74.45
1934000,-73.83
1935000,-74.83
1936000,-74.09
1937000,-74.93
1938000,-73.92
1939000,-73.83
1940000,-74.83
1941000,-74.45
1942000,-72.34
1943000,-73.25
1944000,-74.27
1945000,-75.63
1946000,-73.74
1947000,-74.09
1948000,-74.64
1949000,-75.02
1950000,-75.16
1951000,-74.87
1952000,-76.58
1953000,-74.77
1954000,-74.12
1955000,-74.03
1956000,-74.77
1957000,-73.86
1958000,-73.69
1959000,-73.86
1960000,-74.49
1961000,-73.78
1962000,-74.77
1963000,-74.22
1964000,-74.49
1965000,-74.77
1966000,-74.39
1967000,-74.58
1968000,-74.77
1969000,-74.22
1970000,-75.68
1971000,-75.16
1972000,-75.36
1973000,-73.69
1974000,-74.58
1975000,-73.86
1976000,-75.27
1977000,-75.57
1978000,-73.52
1979000,-73.35
1980000,-74.22
1981000,-74.77
1982000,-74.03
1983000,-75.57
1984000,-74.77
1985000,-76.11
1986000,-74.03
1987000,-74.58
1988000,-74.99
1989000,-73.8
1990000,-75.71
1991000,-74.06
1992000,-72.53
1993000,-69.89
1994000,-69.58
1995000,-67.94
1996000,-66
1997000,-64.21
1998000,-63.45
1999000,-62.85
2000000,-62.94
2001000,-62.94
2002000,-63.87
2003000,-64.67
2004000,-66.36
2005000,-67.61
2006000,-68.87
2007000,-70.58
2008000,-73.71
2009000,-73.06
2010000,-73.06
2011000,-73.47
2012000,-74.8
2013000,-73.22
2014000,-74.6
2015000,-74.24
2016000,-74.42
2017000,-75.18
2018000,-74.99
2019000,-74.42
2020000,-74.51
2021000,-73.71
2022000,-73.89
2023000,-73.8
2024000,-74.42
2025000,-74.99
2026000,-74.89
2027000,-74.99
2028000,-74.8
2029000,-73.54
2030000,-74.99
2031000,-74.14
2032000,-74.06
2033000,-71.96
2034000,-74.8
2035000,-73.14
2036000,-75.39
2037000,-75.29
2038000,-76.25
2039000,-74.51
2040000,-74.51
2041000,-74.06
2042000,-73.8
2043000,-74.89
2044000,-74.99
2045000,-74.6
2046000,-75.39
2047000,-74.99
2048000,-74.42
2049000,-74.99
2050000,-74.14
2051000,-73.38
2052000,-74.24
2053000,-74.46
2054000,-74.55
2055000,-73.84
2056000,-73.01
2057000,-74.46
2058000,-74.09
2059000,-73.17
2060000,-74.37
2061000,-73.66
2062000,-72.55
2063000,-74.75
2064000,-75.34
2065000,-75.34
2066000,-74.37
2067000,-74.19
2068000,-72.7
2069000,-73.75
2070000,-74.46
2071000,-73.49
2072000,-75.24
2073000,-75.76
2074000,-74.46
2075000,-75.13
2076000,-73.17
2077000,-73.75
2078000,-74.19
2079000,-74.94
2080000,-74.09
2081000,-74.46
2082000,-73.66
2083000,-74.37
2084000,-75.13
2085000,-73.75
2086000,-75.65
2087000,-75.24
2088000,-73.66
2089000,-74.01
2090000,-75.65
2091000,-73.84
2092000,-74.37
2093000,-74.37
2094000,-73.84
2095000,-74.84
2096000,-73.84
2097000,-73.41
2098000,-75.24
2099000,-73.09
2100000,-75.34
2101000,-74.84
2102000,-74.37
2103000,-74.55
2104000,-74.84
2105000,-74.19
2106000,-74.46
2107000,-73.49
2108000,-72.26
2109000,-75.34
2110000,-74.37
2111000,-74.09
2112000,-74.37
2113000,-73.41
2114000,-74.75
2115000,-74.94
2116000,-74.94
2117000,-76.2
2118000,-74.01
2119000,-74.22
2120000,-72.8
2121000,-73.35
2122000,-73.52
2123000,-73.52
2124000,-75.16
2125000,-75.57
2126000,-74.87
2127000,-76.11
2128000,-74.87
2129000,-74.49
2130000,-74.87
2131000,-74.03
2132000,-75.68
2133000,-75.57
2134000,-74.87
2135000,-76.11
2136000,-75.16
2137000,-75.26
2138000,-76.01
2139000,-74.12
2140000,-74.12
2141000,-75.16
2142000,-75.57
2143000,-74.49
2144000,-74.39
2145000,-75.36
2146000,-74.77
2147000,-73.11
2148000,-73.35
2149000,-75.26
2150000,-76.11
2151000,-74.49
2152000,-75.57
2153000,-73.44
2154000,-75.57
2155000,-74.12
2156000,-74.87
2157000,-74.12
2158000,-74.39
2159000,-73.35
2160000,-75.16
2161000,-75.26
2162000,-74.12
2163000,-73.69
2164000,-74.49
2165000,-74.39
2166000,-76.01
2167000,-74.58
2168000,-76.11
2169000,-74.49
2170000,-75.57
2171000,-74.12
2172000,-74.87
2173000,-75.68
2174000,-74.22
2175000,-71.55
2176000,-74.77
2177000,-72.8
2178000,-73.11
2179000,-74.49
2180000,-75.16
2181000,-74.03
2182000,-73.19
2183000,-74.21
2184000,-75.36
2185000,-74.37
2186000,-75.13
2187000,-75.65
2188000,-75.55
2189000,-73.33
2190000,-75.34
2191000,-72.4
2192000,-75.24
2193000,-72.26
2194000,-73.33
2195000,-74.46
2196000,-74.84
2197000,-74.46
2198000,-74
2199000,-74.19
2200000,-73.72
2201000,-75.6
2202000,-73.47
2203000,-76.14
2204000,-75.19
2205000,-75.82
2206000,-75.19
2207000,-75.82
2208000,-75
2209000,-74.8
2210000,-73.38
2211000,-75.39
2212000,-74.8
2213000,-74.42
2214000,-75.6
2215000,-74.42
2216000,-73.72
2217000,-74.9
2218000,-73.47
2219000,-73.55
2220000,-73.06
2221000,-74.52
2222000,-73.89
2223000,-76.26
2224000,-74.61
2225000,-74.8
2226000,-74.9
2227000,-74.9
2228000,-75.6
2229000,-73.38
2230000,-75.71
2231000,-74.9
2232000,-75
2233000,-74.9
2234000,-73.81
2235000,-74.25
2236000,-73.72
2237000,-74.25
2238000,-72.84
2239000,-73.89
2240000,-74.8
2241000,-74.61
2242000,-75.19
2243000,-74.61
2244000,-75.3
2245000,-75.19
2246000,-74.42
2247000,-74.61
2248000,-74.8
2249000,-75.6
2250000,-74.8
2251000,-75.02
2252000,-75.42
2253000,-74.54
2254000,-72.86
2255000,-75.63
2256000,-74.92
2257000,-75.32
2258000,-74.17
2259000,-74.54
2260000,-74.27
2261000,-73.74
2262000,-75.02
2263000,-74.92
2264000,-75.42
2265000,-73.09
2266000,-74.83
2267000,-74.45
2268000,-73.92
2269000,-74.92
2270000,-74.92
2271000,-75.21
2272000,-75.32
2273000,-75.21
2274000,-75.21
2275000,-74.54
2276000,-75.42
2277000,-73.92
2278000,-75.02
2279000,-74.63
2280000,-75.02
2281000,-73.92
2282000,-73.49
2283000,-73.92
2284000,-72.78
2285000,-75.02
2286000,-74.09
2287000,-74.63
2288000,-74.92
2289000,-74.45
2290000,-74.45
2291000,-75.21
2292000,-74.09
2293000,-75.73
2294000,-76.06
2295000,-75.21
2296000,-74.54
2297000,-74.92
2298000,-73.74
2299000,-74.45
2300000,-75.32
2301000,-74.09
2302000,-74.45
2303000,-75.84
2304000,-75.21
2305000,-72.78
2306000,-74.83
2307000,-73.41
2308000,-74.17
2309000,-72.2
2310000,-73.57
2311000,-74.45
2312000,-75.42
2313000,-74.27
2314000,-74.92
2315000,-74.92
2316000,-74.45
2317000,-75.3
2318000,-74.06
2319000,-75
2320000,-74.15
2321000,-74.25
2322000,-74.06
2323000,-74.52
2324000,-73.38
2325000,-75
2326000,-72.17
2327000,-75
2328000,-74.42
2329000,-74.8
2330000,-74.9
2331000,-74.8
2332000,-73.14
2333000,-75.82
2334000,-75.19
2335000,-74.8
2336000,-73.89
2337000,-73.38
2338000,-74.9
2339000,-74.15
2340000,-74.9
2341000,-74.52
2342000,-75.6
2343000,-75.19
2344000,-75.19
2345000,-73.89
2346000,-73.55
2347000,-74.99
2348000,-73.47
2349000,-74.61
2350000,-74.99
2351000,-74.61
2352000,-75.29
2353000,-75.19
2354000,-74.61
2355000,-75.39
2356000,-75.29
2357000,-74.52
2358000,-73.47
2359000,-74.8
2360000,-75.34
2361000,-75.76
2362000,-75.55
2363000,-76.08
2364000,-74
2365000,-75.55
2366000,-75.65
2367000,-73.49
2368000,-75.33
2369000,-74.55
2370000,-76.43
2371000,-74.84
2372000,-76.08
2373000,-75.24
2374000,-75.98
2375000,-74.19
2376000,-74.19
2377000,-74.55
2378000,-75.13
2379000,-75.24
2380000,-74.94
2381000,-75.98
2382000,-72.55
2383000,-75.68
2384000,-74.96
2385000,-73.77
2386000,-73.77
2387000,-75.68
2388000,-75.36
2389000,-74.21
2390000,-74.49
2391000,-74.87
2392000,-74.57
2393000,-74.96
2394000,-76.45
2395000,-75.16
2396000,-74.57
2397000,-76.11
2398000,-75.68
2399000,-76
2400000,-76.22
2401000,-76.58
2402000,-74.77
2403000,-75.78
2404000,-75.16
2405000,-74.77
2406000,-76
2407000,-76
2408000,-75.16
2409000,-74.03
2410000,-74.96
2411000,-74.49
2412000,-75.68
2413000,-74.57
2414000,-75.78
2415000,-74.77
2416000,-74.49
2417000,-75.57
2418000,-74.49
2419000,-74.57
2420000,-75.68
2421000,-74.77
2422000,-75.68
2423000,-75.26
2424000,-73.35
2425000,-74.87
2426000,-73.77
2427000,-74.87
2428000,-75.26
2429000,-74.77
2430000,-74.57
2431000,-76
2432000,-75.36
2433000,-74.39
2434000,-75.57
2435000,-75.57
2436000,-74.49
2437000,-75.36
2438000,-74.39
2439000,-75.16
2440000,-74.57
2441000,-74.57
2442000,-74.87
2443000,-74.96
2444000,-74.57
2445000,-75.36
2446000,-74.12
2447000,-74.21
2448000,-75.16
2449000,-76
2450000,-74.81
2451000,-74.72
2452000,-74.43
2453000,-74.91
2454000,-73.81
2455000,-74.52
2456000,-74.43
2457000,-74.52
2458000,-75.52
2459000,-75.21
2460000,-74.72
2461000,-74.52
2462000,-75.62
2463000,-73.97
2464000,-74.06
2465000,-72.37
2466000,-73.3
2467000,-76.17
2468000,-75.73
2469000,-74.81
2470000,-75.31
2471000,-74.81
2472000,-75.21
2473000,-73.97
2474000,-76.4
2475000,-74.16
2476000,-75.52
2477000,-74.06
2478000,-74.71
2479000,-73.81
2480000,-74.81
2481000,-73.46
2482000,-74.43
2483000,-74.81
2484000,-76.17
2485000,-73.81
2486000,-74.16
2487000,-74.34
2488000,-74.06
2489000,-75.52
2490000,-76.06
2491000,-74.43
2492000,-75.73
2493000,-73.97
2494000,-75.52
2495000,-74.06
2496000,-74.91
2497000,-73.63
2498000,-74.91
2499000,-74.43
2500000,-74.34
2501000,-75.62
2502000,-74.52
2503000,-74.43
2504000,-73.97
2505000,-72.98
2506000,-75.1
2507000,-74.43
2508000,-75.1
2509000,-74.16
2510000,-74.52
2511000,-73.72
2512000,-72.09
2513000,-73.97
2514000,-75.31
2515000,-76.4
2516000,-75.62
2517000,-75.21
2518000,-74.69
2519000,-74.04
2520000,-74.41
2521000,-74.88
2522000,-74.69
2523000,-75.08
2524000,-74.13
2525000,-74.5
2526000,-73.36
2527000,-74.79
2528000,-75.28
2529000,-75.18
2530000,-73.69
2531000,-72.72
2532000,-74.31
2533000,-74.5
2534000,-74.88
2535000,-75.08
2536000,-73.95
2537000,-72.64
2538000,-74.41
2539000,-73.36
2540000,-75.6
2541000,-74.04
2542000,-75.6
2543000,-76.37
2544000,-75.7
2545000,-75.08
2546000,-74.04
2547000,-74.31
2548000,-74.69
2549000,-75.6
2550000,-74.41
2551000,-75.6
2552000,-75.18
2553000,-75.28
2554000,-75.18
