Frequency (Hz),Amplitude (dBm)
8465000,-92.95
8474000,-92.86
8483000,-91.63
8492000,-91.42
8501000,-92.07
8510000,-91.21
8519000,-93.56
8528000,-92.54
8537000,-94.02
8546000,-91.13
8555000,-93.29
8564000,-92
8573000,-92.7
8582000,-92.38
8591000,-93.37
8600000,-93.21
8609000,-93.21
8618000,-92.86
8627000,-91.85
8636000,-93.12
8645000,-92.22
8654000,-93.03
8663000,-90.01
8672000,-92.69
8681000,-93.03
8690000,-92.54
8699000,-91.85
8708000,-93.37
8717000,-92.62
8726000,-91.63
8735000,-91.2
8744000,-92.38
8753000,-92.69
8762000,-93.37
8771000,-92.07
8780000,-92.54
8789000,-91.49
8798000,-92.54
8807000,-93.21
8816000,-90.76
8825000,-92.38
8834000,-92.5
8843000,-93.17
8852000,-92.19
8861000,-93
8870000,-92.5
8879000,-93.17
8888000,-92.5
8897000,-93
8906000,-91.74
8915000,-92.34
8924000,-92.5
8933000,-92.34
8942000,-93.7
8951000,-92.19
8960000,-91.74
8969000,-93.25
8978000,-90.73
8987000,-92.04
8996000,-93.34
9005000,-92.66
9014000,-93.7
9023000,-91.81
9032000,-91.38
9041000,-92.42
9050000,-92.92
9059000,-92.34
9068000,-92.83
9077000,-91.59
9086000,-93.53
9095000,-92.5
9104000,-92.03
9113000,-93.52
9122000,-91.73
9131000,-93.34
9140000,-92.18
9149000,-92.11
9158000,-91.73
9167000,-92.92
9176000,-91.59
9185000,-93.25
9194000,-92.75
9203000,-93.7
9212000,-92.03
9221000,-92.26
9230000,-93.34
9239000,-92.11
9248000,-92.26
9257000,-91.59
9266000,-92.66
9275000,-92.5
9284000,-90.35
9293000,-92.5
9302000,-92.26
9311000,-90.86
9320000,-92.18
9329000,-93.7
9338000,-92.03
9347000,-92.75
9356000,-91.96
9365000,-93.43
9374000,-92.99
9383000,-91.96
9392000,-91.88
9401000,-92.42
9410000,-92.83
9419000,-91.78
9428000,-91.56
9437000,-92.15
9446000,-90.83
9455000,-91.85
9464000,-92.31
9473000,-92.15
9482000,-92.31
9491000,-92.63
9500000,-92.71
9509000,-93.14
9518000,-93.05
9527000,-93.31
9536000,-91.7
9545000,-93.22
9554000,-92.15
9563000,-92.71
9572000,-93.95
9581000,-91.14
9590000,-93.49
9599000,-91.42
9608000,-90.19
9617000,-92.31
9626000,-92.39
9635000,-90.69
9644000,-91.06
9653000,-92.63
9662000,-92.63
9671000,-92.31
9680000,-92.15
9689000,-92.15
9698000,-92.15
9707000,-93.49
9716000,-92.47
9725000,-92.79
9734000,-92.31
9743000,-92.31
9752000,-93.49
9761000,-91.85
9770000,-93.14
9779000,-91.7
9788000,-92.88
9797000,-93.05
9806000,-89.94
9815000,-92.15
9824000,-91.13
9833000,-92.31
9842000,-92.96
9851000,-92.79
9860000,-91.56
9869000,-91.85
9878000,-91.56
9887000,-92.31
9896000,-92.54
9905000,-90.44
9914000,-92.79
9923000,-90.57
9932000,-92.15
9941000,-91.56
9950000,-92.88
9959000,-91.27
9968000,-92
9977000,-89.59
9986000,-81
9995000,-58.19
10004000,-56.6
10013000,-81.29
10022000,-88.64
10031000,-90.72
10040000,-91.16
10049000,-92.99
10058000,-92.65
10067000,-92.26
10076000,-92.74
10085000,-90.6
10094000,-91.88
10103000,-92.82
10112000,-93.69
10121000,-91.73
10130000,-90.6
10139000,-92.74
10148000,-92.33
10157000,-93.79
10166000,-92.57
10175000,-93.42
10184000,-92.91
10193000,-92.74
10202000,-91.73
10211000,-91.88
10220000,-93.79
10229000,-92.1
10238000,-93.16
10247000,-91.73
10256000,-90.72
10265000,-93.52
10274000,-92.33
10283000,-91.88
10292000,-92.33
10301000,-90.6
10310000,-93.6
10319000,-93.52
10328000,-93.16
10337000,-93.16
10346000,-93.24
10355000,-92.65
10364000,-92.49
10373000,-93.16
10382000,-91.09
10391000,-92.99
10400000,-93.88
10409000,-93.69
10418000,-93.33
10427000,-93.07
10436000,-91.87
10445000,-92.49
10454000,-91.3
10463000,-90.98
10472000,-92.82
10481000,-92.98
10490000,-92.1
10499000,-92.91
10508000,-93.16
10517000,-92.57
10526000,-90.72
10535000,-93.33
10544000,-93.88
10553000,-92.65
10562000,-91.44
10571000,-93.24
10580000,-94.46
10589000,-91.87
10598000,-93.18
10607000,-92.04
10616000,-93.1
10625000,-93.63
10634000,-92.75
10643000,-92.19
10652000,-93.1
10661000,-92.75
10670000,-91.17
10679000,-91.1
10688000,-91.66
10697000,-93.01
10706000,-93.27
10715000,-92.04
10724000,-93.27
10733000,-93.45
10742000,-91.96
10751000,-93.81
10760000,-90.79
10769000,-91.1
10778000,-93.63
10787000,-91.1
10796000,-91.96
10805000,-93.01
10814000,-92.59
10823000,-90.79
10832000,-92.67
10841000,-92.19
10850000,-93.26
10859000,-91.81
10868000,-92.92
10877000,-91.31
10886000,-93.45
10895000,-92.43
10904000,-93.63
10913000,-92.67
10922000,-91.38
10931000,-93.26
10940000,-91.38
10949000,-93.45
10958000,-92.43
10967000,-92.84
10976000,-93.26
10985000,-91.66
10994000,-90.78
11003000,-92.75
11012000,-92.5
11021000,-92.84
11030000,-93.26
11039000,-92.92
11048000,-92.04
11057000,-90.78
11066000,-92.75
11075000,-91.66
11084000,-91.96
11093000,-93.62
11102000,-92.11
11111000,-91.45
11120000,-91.23
11129000,-92.5
11138000,-91.37
11147000,-92.92
11156000,-92.27
11165000,-91.96
11174000,-91.81
11183000,-92.27
11192000,-93.09
11201000,-93.17
11210000,-90.78
11219000,-93.26
11228000,-90.92
11237000,-91.66
11246000,-92.26
11255000,-92.92
11264000,-92.18
11273000,-92.26
11282000,-91.37
11291000,-91.96
11300000,-94
11309000,-93
11318000,-92.58
11327000,-92.84
11336000,-93.53
11345000,-90.91
11354000,-93.62
11363000,-91.66
11372000,-92.34
11381000,-90.78
11390000,-92.58
11399000,-90.78
11408000,-94.1
11417000,-91.88
11426000,-92.1
11435000,-92.1
11444000,-93.09
11453000,-93.35
11462000,-93.26
11471000,-92.03
11480000,-92.92
11489000,-92.42
11498000,-92.84
11507000,-93
11516000,-92.34
11525000,-91.73
11534000,-94.39
11543000,-92.67
11552000,-91.23
11561000,-91.65
11570000,-93.26
11579000,-92.03
11588000,-91.44
11597000,-91.44
11606000,-92.91
11615000,-92.58
11624000,-92.58
11633000,-93
11642000,-93
11651000,-89.66
11660000,-92.42
11669000,-92.83
11678000,-92.42
11687000,-92.18
11696000,-91.51
11705000,-91.23
11714000,-91.8
11723000,-92.91
11732000,-93.17
11741000,-91.51
11750000,-93.35
11759000,-93.09
11768000,-92.03
11777000,-93.15
11786000,-92.48
11795000,-92.97
11804000,-92.89
11813000,-93.32
11822000,-93.32
11831000,-91.15
11840000,-92.4
11849000,-93.86
11858000,-94.45
11867000,-93.5
11876000,-92.73
11885000,-92.16
11894000,-93.15
11903000,-91.57
11912000,-93.32
11921000,-90.97
11930000,-92.48
11939000,-91.57
11948000,-93.96
11957000,-92.48
11966000,-93.68
11975000,-93.68
11984000,-93.15
11993000,-92.97
12002000,-92.73
12011000,-93.59
12020000,-91.43
12029000,-91.22
12038000,-92.64
12047000,-93.5
12056000,-92.32
12065000,-93.4
12074000,-91.86
12083000,-92.01
12092000,-92.97
12101000,-94.25
12110000,-92.4
12119000,-92.16
12128000,-92.8
12137000,-92.8
12146000,-93.15
12155000,-92.01
12164000,-92.8
12173000,-93.5
12182000,-93.96
12191000,-92.89
12200000,-93.77
12209000,-92.4
12218000,-94.15
12227000,-92.89
12236000,-93.5
12245000,-93.31
12254000,-93.23
12263000,-93.15
12272000,-92.64
12281000,-91.43
12290000,-93.23
12299000,-93.06
12308000,-92.72
12317000,-92.24
12326000,-91.5
12335000,-91.43
12344000,-93.06
12353000,-93.68
12362000,-92.01
12371000,-92.01
12380000,-92.33
12389000,-92.26
12398000,-92.41
12407000,-93.49
12416000,-93.31
12425000,-93.49
12434000,-92
12443000,-91.85
12452000,-92
12461000,-91.56
12470000,-92.63
12479000,-93.49
12488000,-92.55
12497000,-91.49
12506000,-92
12515000,-91.56
12524000,-92.96
12533000,-92
12542000,-92.23
12551000,-93.67
12560000,-93.67
12569000,-92.31
12578000,-92.08
12587000,-92.63
12596000,-92.15
12605000,-92.57
12614000,-93.16
12623000,-92.02
12632000,-93.16
12641000,-92.91
12650000,-90.77
12659000,-93.99
12668000,-92.25
12677000,-93.61
12686000,-93.16
12695000,-92.09
12704000,-92.02
12713000,-91.5
12722000,-92.83
12731000,-93.43
12740000,-93.34
12749000,-91.87
12758000,-90.9
12767000,-92.74
12776000,-93.61
12785000,-92.9
12794000,-91.36
12803000,-93.43
12812000,-92.9
12821000,-92.57
12830000,-93.25
12839000,-91.79
12848000,-92.66
12857000,-94.38
12866000,-92.57
12875000,-91.64
12884000,-92.74
12893000,-91.5
12902000,-92.74
12911000,-92.41
12920000,-91.64
12929000,-92.25
12938000,-92.41
12947000,-92.33
12956000,-92.57
12965000,-91.67
12974000,-92.77
12983000,-90.29
12992000,-91.75
13001000,-92.69
13010000,-92.28
13019000,-92.69
13028000,-92.28
13037000,-92.05
13046000,-92.93
13055000,-90.67
13064000,-93.02
13073000,-93.11
13082000,-92.44
13091000,-93.11
13100000,-93.46
13109000,-92.6
13118000,-92.28
13127000,-93.11
13136000,-94.61
13145000,-92.36
13154000,-92.44
13163000,-94.11
13172000,-92.44
13181000,-91.75
13190000,-92.28
13199000,-94.61
13208000,-92.52
13217000,-92.52
13226000,-91.82
13235000,-91.9
13244000,-92.68
13253000,-93.11
13262000,-92.52
13271000,-93.19
13280000,-92.52
13289000,-93.46
13298000,-92.93
13307000,-92.93
13316000,-93.64
13325000,-92.28
13334000,-92.76
13343000,-92.76
13352000,-93.64
13361000,-91.82
13370000,-92.76
13379000,-93.11
13388000,-91.39
13397000,-93.46
13406000,-92.76
13415000,-93.11
13424000,-91.75
13433000,-91.1
13442000,-92.28
13451000,-90.66
13460000,-90.93
13469000,-92.28
13478000,-92.93
13487000,-93.11
13496000,-92.76
13505000,-93.11
13514000,-92.36
13523000,-93.92
13532000,-93.46
13541000,-92.59
13550000,-92.59
13559000,-93.33
13568000,-91.94
13577000,-92.99
13586000,-91.72
13595000,-93.07
13604000,-93.33
13613000,-92.73
13622000,-92.73
13631000,-93.43
13640000,-92.73
13649000,-94.18
13658000,-92.4
13667000,-91.72
13676000,-92.9
13685000,-93.6
13694000,-92.17
13703000,-93.98
13712000,-92.56
13721000,-91.79
13730000,-91.72
13739000,-92.73
13748000,-91.49
13757000,-90.9
13766000,-93.7
13775000,-93.24
13784000,-93.24
13793000,-92.56
13802000,-92.65
13811000,-92.82
13820000,-92.82
13829000,-92.73
13838000,-93.24
13847000,-93.33
13856000,-92.82
13865000,-93.07
13874000,-93.24
13883000,-94.37
13892000,-93.6
13901000,-92.98
13910000,-93.07
13919000,-94.57
13928000,-92.73
13937000,-92.24
13946000,-93.42
13955000,-92.73
13964000,-92.65
13973000,-91.14
13982000,-91.49
13991000,-93.15
14000000,-93.6
14009000,-93.7
14018000,-92.48
14027000,-93.33
14036000,-93.33
14045000,-91.71
14054000,-92.32
14063000,-93.6
14072000,-93.15
14081000,-92.73
14090000,-93.07
14099000,-92.73
14108000,-92.56
14117000,-92.4
14126000,-93.42
14135000,-92.98
14144000,-93.33
14153000,-92.78
14162000,-93.12
14171000,-90.09
14180000,-92.37
14189000,-92.37
14198000,-91.39
14207000,-93.04
14216000,-92.86
14225000,-89.04
14234000,-92.78
14243000,-93.66
14252000,-90.86
14261000,-91.83
14270000,-92.05
14279000,-92.37
14288000,-89.49
14297000,-93.21
14306000,-92.95
14315000,-91.98
14324000,-94.24
14333000,-93.21
14342000,-93.39
14351000,-91.6
14360000,-92.05
14369000,-92.69
14378000,-93.95
14387000,-91.6
14396000,-92.37
14405000,-93.04
14414000,-93.2
14423000,-92.61
14432000,-92.53
14441000,-93.66
14450000,-94.14
14459000,-92.95
14468000,-91.39
14477000,-93.39
14486000,-92.13
14495000,-93.95
14504000,-92.53
14513000,-93.12
14522000,-93.04
14531000,-92.37
14540000,-93.2
14549000,-92.52
14558000,-94.14
14567000,-91.03
14576000,-91.39
14585000,-93.48
14594000,-93.85
14603000,-92.52
14612000,-92.44
14621000,-91.68
14630000,-93.48
14639000,-92.44
14648000,-94.53
14657000,-92.95
14666000,-91.9
14675000,-92.95
14684000,-93.66
14693000,-92.13
14702000,-92.36
14711000,-93.48
14720000,-91.98
14729000,-92.44
14738000,-92.61
14747000,-93.45
14756000,-92.58
14765000,-92.04
14774000,-91.38
14783000,-92.51
14792000,-92.51
14801000,-92.75
14810000,-91.89
14819000,-92.92
14828000,-92.43
14837000,-91.66
14846000,-93.01
14855000,-92.19
14864000,-94.1
14873000,-93.1
14882000,-93.17
14891000,-93.81
14900000,-92.11
14909000,-92.92
14918000,-93.45
14927000,-93.01
14936000,-92.19
14945000,-91.45
14954000,-93.09
14963000,-92.27
14972000,-90.15
14981000,-87.07
14990000,-74.12
14999000,-52.43
15008000,-69.26
15017000,-83.64
15026000,-90.78
15035000,-92.58
15044000,-92.42
15053000,-91.96
15062000,-94
15071000,-91.66
15080000,-91.96
15089000,-93.45
15098000,-93.17
15107000,-93.53
15116000,-92.42
15125000,-92.92
15134000,-91.66
15143000,-92.58
15152000,-92.18
15161000,-92.92
15170000,-93.81
15179000,-93.72
15188000,-91.88
15197000,-92.26
15206000,-90.78
15215000,-91.09
15224000,-92.75
15233000,-92.75
15242000,-93.09
15251000,-92.75
15260000,-93.17
15269000,-91.44
15278000,-94
15287000,-92.1
15296000,-92.34
15305000,-92.1
15314000,-92.03
15323000,-92.75
15332000,-91.95
15341000,-92.18
15350000,-91.95
15359000,-93.09
15368000,-91.02
15377000,-92.42
15386000,-93.9
15395000,-93.53
15404000,-92.58
15413000,-94.1
15422000,-91.95
15431000,-91.65
15440000,-93.09
15449000,-92.1
15458000,-91.95
15467000,-92.58
15476000,-92.34
15485000,-93.26
15494000,-93.17
15503000,-93.62
15512000,-94
15521000,-93.44
15530000,-92.26
15539000,-93.8
15548000,-93.26
15557000,-92.42
15566000,-94.29
15575000,-90.91
15584000,-93.8
15593000,-92.1
15602000,-90.52
15611000,-92.91
15620000,-91.09
15629000,-91.95
15638000,-94
15647000,-91.73
15656000,-92.83
15665000,-93
15674000,-94
15683000,-93.09
15692000,-92.58
15701000,-92.83
15710000,-92.1
15719000,-93.26
15728000,-93.09
15737000,-91.23
15746000,-91.23
15755000,-93.44
15764000,-92.58
15773000,-92.58
15782000,-92.5
15791000,-91.51
15800000,-90.64
15809000,-92.58
15818000,-92.66
15827000,-90.39
15836000,-92.58
15845000,-91.37
15854000,-92.58
15863000,-93.17
15872000,-92.34
15881000,-94
15890000,-91.37
15899000,-92.66
15908000,-93.25
15917000,-93.62
15926000,-91.8
15935000,-92.42
15944000,-92.71
15953000,-93.22
15962000,-93.22
15971000,-93.68
15980000,-92.8
15989000,-93.87
15998000,-93.68
16007000,-92.31
16016000,-91.92
16025000,-91.92
16034000,-94.25
16043000,-93.06
16052000,-94.06
16061000,-93.41
16070000,-93.41
16079000,-91.26
16088000,-91.26
16097000,-92.88
16106000,-93.41
16115000,-93.68
16124000,-92.23
16133000,-91.77
16142000,-92.23
16151000,-93.13
16160000,-92.3
16169000,-92.07
16178000,-92.38
16187000,-92.71
16196000,-92.54
16205000,-93.31
16214000,-93.49
16223000,-93.41
16232000,-93.77
16241000,-93.77
16250000,-90.74
16259000,-92.88
16268000,-91.92
16277000,-92.07
16286000,-93.22
16295000,-92.22
16304000,-91.92
16313000,-92.54
16322000,-92.54
16331000,-92.71
16340000,-93.05
16349000,-93.31
16358000,-92.88
16367000,-92.63
16376000,-92.88
16385000,-94.06
16394000,-92.06
16403000,-93.86
16412000,-91.69
16421000,-90.87
16430000,-92.38
16439000,-92.88
16448000,-92.46
16457000,-92.38
16466000,-92.22
16475000,-92.88
16484000,-91.91
16493000,-93.68
16502000,-92.38
16511000,-91.33
16520000,-92.96
16529000,-91.64
16538000,-91.64
16547000,-91.64
16556000,-93.8
16565000,-93.99
16574000,-92.74
16583000,-93.25
16592000,-92.99
16601000,-91.87
16610000,-93.34
16619000,-93.71
16628000,-92.57
16637000,-94.09
16646000,-93.34
16655000,-92.33
16664000,-93.61
16673000,-91.94
16682000,-92.09
16691000,-92.74
16700000,-91.36
16709000,-93.34
16718000,-92.17
16727000,-92.9
16736000,-92.82
16745000,-93.79
16754000,-93.34
16763000,-92.57
16772000,-92.9
16781000,-92.49
16790000,-92.41
16799000,-93.08
16808000,-91.43
16817000,-93.34
16826000,-92.74
16835000,-92.9
16844000,-93.08
16853000,-94.48
16862000,-92.66
16871000,-90.64
16880000,-92.57
16889000,-92.9
16898000,-93.33
16907000,-92.17
16916000,-92.49
16925000,-93.08
16934000,-93.25
16943000,-91.57
16952000,-93.16
16961000,-92.41
16970000,-92.09
16979000,-92.73
16988000,-93.33
16997000,-92.9
17006000,-92.33
17015000,-91.87
17024000,-90.64
17033000,-92.25
17042000,-92.73
17051000,-92.73
17060000,-93.08
17069000,-92.25
17078000,-92.73
17087000,-93.25
17096000,-92.57
17105000,-93.79
17114000,-92.9
17123000,-92.5
17132000,-94.31
17141000,-93.46
17150000,-92.84
17159000,-91.3
17168000,-93.02
17177000,-93.92
17186000,-92.11
17195000,-93.46
17204000,-93.54
17213000,-92.34
17222000,-93.01
17231000,-92.5
17240000,-92.19
17249000,-91.08
17258000,-92.03
17267000,-93.27
17276000,-92.76
17285000,-93.01
17294000,-91.44
17303000,-93.73
17312000,-93.01
17321000,-94.51
17330000,-93.83
17339000,-93.54
17348000,-92.03
17357000,-92.42
17366000,-91.81
17375000,-93.54
17384000,-92.42
17393000,-93.73
17402000,-92.34
17411000,-93.18
17420000,-91.88
17429000,-92.84
17438000,-93.09
17447000,-93.92
17456000,-92.59
17465000,-92.5
17474000,-94.72
17483000,-93.27
17492000,-93.27
17501000,-93.27
17510000,-93.64
17519000,-92.18
17528000,-91.5
17537000,-93.09
17546000,-92.02
17555000,-91.29
17564000,-92.34
17573000,-93.54
17582000,-93.36
17591000,-90.83
17600000,-92.92
17609000,-93.18
17618000,-93.82
17627000,-93.18
17636000,-92.5
17645000,-95.04
17654000,-93.01
17663000,-92.5
17672000,-91.95
17681000,-93.01
17690000,-92.34
17699000,-93.54
17708000,-92.42
17717000,-93.33
17726000,-92.56
17735000,-91.93
17744000,-93.43
17753000,-91.78
17762000,-91.71
17771000,-91.35
17780000,-92.08
17789000,-91.07
17798000,-93.24
17807000,-93.07
17816000,-93.79
17825000,-91.56
17834000,-91.63
17843000,-94.17
17852000,-92.9
17861000,-92.16
17870000,-92.4
17879000,-92.24
17888000,-93.79
17897000,-91.93
17906000,-92.16
17915000,-94.27
17924000,-93.24
17933000,-93.33
17942000,-93.98
17951000,-92.81
17960000,-93.07
17969000,-93.42
17978000,-92.24
17987000,-93.07
17996000,-92.56
18005000,-93.33
18014000,-93.15
18023000,-92.4
18032000,-92.73
18041000,-92.65
18050000,-92.08
18059000,-92.48
18068000,-92.48
18077000,-92.65
18086000,-92.56
18095000,-92.4
18104000,-94.37
18113000,-93.24
18122000,-92.65
18131000,-92.08
18140000,-91.56
18149000,-93.6
18158000,-92.89
18167000,-92.16
18176000,-90.89
18185000,-93.98
18194000,-93.24
18203000,-93.78
18212000,-92.72
18221000,-92.08
18230000,-93.98
18239000,-92.56
18248000,-93.07
18257000,-92.56
18266000,-91.71
18275000,-93.07
18284000,-93.07
18293000,-92.08
18302000,-93.88
18311000,-91.71
18320000,-92.24
18329000,-94.57
18338000,-92.32
18347000,-92.81
18356000,-92.24
18365000,-92.64
18374000,-90.5
18383000,-92.16
18392000,-93.42
18401000,-91.78
18410000,-93.6
18419000,-93.78
18428000,-92.01
18437000,-93.98
18446000,-92.56
18455000,-92.01
18464000,-93.42
18473000,-93.23
18482000,-92.98
18491000,-93.07
18500000,-92.72
18509000,-92.48
18518000,-93.23
18527000,-93.97
18536000,-92.72
18545000,-93.97
18554000,-92.89
18563000,-91.49
18572000,-92.32
18581000,-91.63
18590000,-92.47
18599000,-92.24
18608000,-92.55
18617000,-92.32
18626000,-93.07
18635000,-94.07
18644000,-92.72
18653000,-91.49
18662000,-92.64
18671000,-92.81
18680000,-92.98
18689000,-93.59
18698000,-91.42
18707000,-92.08
18716000,-94.36
18725000,-93.32
18734000,-92.89
18743000,-93.51
18752000,-93.14
18761000,-91.13
18770000,-91.78
18779000,-93.88
18788000,-93.42
18797000,-93.97
18806000,-92.23
18815000,-92.39
18824000,-92.89
18833000,-90.62
18842000,-91.93
18851000,-94.07
18860000,-93.97
18869000,-93.42
18878000,-92.47
18887000,-92.72
18896000,-93.5
18905000,-93.08
18914000,-93
18923000,-93.26
18932000,-92.09
18941000,-93.17
18950000,-93.63
18959000,-92.91
18968000,-93.17
18977000,-93.53
18986000,-92.33
18995000,-92.41
