Frequency (Hz),Amplitude (dBm)
959000,-80.54
960000,-81.42
961000,-81.87
962000,-81.04
963000,-81.73
964000,-82.3
965000,-81.56
966000,-81.29
967000,-79.74
968000,-80.43
969000,-80.54
970000,-82.02
971000,-81.04
972000,-78.62
973000,-80.3
974000,-79.53
975000,-79.85
976000,-80.19
977000,-80.43
978000,-80.91
979000,-81.29
980000,-82.45
981000,-81.17
982000,-81.04
983000,-81.42
984000,-80.91
985000,-81.42
986000,-82.16
987000,-82.16
988000,-80.3
989000,-80.91
990000,-79.85
991000,-80.67
992000,-81.56
993000,-80.67
994000,-80.54
995000,-78.72
996000,-80.27
997000,-78.03
998000,-78.03
999000,-76.85
1000000,-77.76
1001000,-76.32
1002000,-78.88
1003000,-80.16
1004000,-79.82
1005000,-79.82
1006000,-81.98
1007000,-81.52
1008000,-81.26
1009000,-79.39
1010000,-82.71
1011000,-81.13
1012000,-81.77
1013000,-81.52
1014000,-81.7
1015000,-81.7
1016000,-81.7
1017000,-81.77
1018000,-81.26
1019000,-81.39
1020000,-81.98
1021000,-81.52
1022000,-81.26
1023000,-80.27
1024000,-82.56
1025000,-81.39
1026000,-81.7
1027000,-81
1028000,-81.84
1029000,-81.39
1030000,-81.77
1031000,-82.26
1032000,-80.76
1033000,-80.76
1034000,-82.34
1035000,-81.26
1036000,-82.34
1037000,-81.13
1038000,-81.52
1039000,-81.77
1040000,-82.41
1041000,-83.87
1042000,-81
1043000,-82.95
1044000,-81.84
1045000,-81.26
1046000,-82.34
1047000,-81.26
1048000,-80.76
1049000,-81
1050000,-81.78
1051000,-81.2
1052000,-81.33
1053000,-82.89
1054000,-79.98
1055000,-81.78
1056000,-80.82
1057000,-79.54
1058000,-81.47
1059000,-81.78
1060000,-80.7
1061000,-81.78
1062000,-81.71
1063000,-81.99
1064000,-81.5
1065000,-81.82
1066000,-82.03
1067000,-82.39
1068000,-82.1
1069000,-80.13
1070000,-82.69
1071000,-81.23
1072000,-78.09
1073000,-82.54
1074000,-81.68
1075000,-82.03
1076000,-81.5
1077000,-81.11
1078000,-81.96
1079000,-80.25
1080000,-81.68
1081000,-82.03
1082000,-80.98
1083000,-81.23
1084000,-80.48
1085000,-81.5
1086000,-81.23
1087000,-81.11
1088000,-81.68
1089000,-82.62
1090000,-81.5
1091000,-82.69
1092000,-81.75
1093000,-80.98
1094000,-82.39
1095000,-80.48
1096000,-79.9
1097000,-77.57
1098000,-78.09
1099000,-77.4
1100000,-79.26
1101000,-77.73
1102000,-78.28
1103000,-80.13
1104000,-79.47
1105000,-81.23
1106000,-80.98
1107000,-79.26
1108000,-82.32
1109000,-81.23
1110000,-80.25
1111000,-79.68
1112000,-81.5
1113000,-83.01
1114000,-81.82
1115000,-81.23
1116000,-80.48
1117000,-82.54
1118000,-83.17
1119000,-81.37
1120000,-82.39
1121000,-82.93
1122000,-81.23
1123000,-82.69
1124000,-82.39
1125000,-82.54
1126000,-82.69
1127000,-81.37
1128000,-82.62
1129000,-81.67
1130000,-79.8
1131000,-82.32
1132000,-80.66
1133000,-82.32
1134000,-82.03
1135000,-82.62
1136000,-80.66
1137000,-81.61
1138000,-80.66
1139000,-81.61
1140000,-82.03
1141000,-82.03
1142000,-80.66
1143000,-80.66
1144000,-83.27
1145000,-83.27
1146000,-82.03
1147000,-80.42
1148000,-82.03
1149000,-81.3
1150000,-80.3
1151000,-83.19
1152000,-82.55
1153000,-81.43
1154000,-82.17
1155000,-82.03
1156000,-82.32
1157000,-82.03
1158000,-81.75
1159000,-81.89
1160000,-82.86
1161000,-80.79
1162000,-80.42
1163000,-82.86
1164000,-82.25
1165000,-83.1
1166000,-81.89
1167000,-82.62
1168000,-81.17
1169000,-82.86
1170000,-81.89
1171000,-82.55
1172000,-81.61
1173000,-80.79
1174000,-82.55
1175000,-83.52
1176000,-81.43
1177000,-82.47
1178000,-81.68
1179000,-81.89
1180000,-80.3
1181000,-82.78
1182000,-80.91
1183000,-83.1
1184000,-81.89
1185000,-83.1
1186000,-82.55
1187000,-83.61
1188000,-79.3
1189000,-82.94
1190000,-82.32
1191000,-80.42
1192000,-81.89
1193000,-81.43
1194000,-82.78
1195000,-81.04
1196000,-79.73
1197000,-79.95
1198000,-78.76
1199000,-78.76
1200000,-79.47
1201000,-78.56
1202000,-78.76
1203000,-79.26
1204000,-80.73
1205000,-81.5
1206000,-82.1
1207000,-83.16
1208000,-81.96
1209000,-81.96
1210000,-82.39
1211000,-81.5
1212000,-82.32
1213000,-82.85
1214000,-82.62
1215000,-83.25
1216000,-83.01
1217000,-82.85
1218000,-83.5
1219000,-80.25
1220000,-81.82
1221000,-82.32
1222000,-83.01
1223000,-81.74
1224000,-83.68
1225000,-80.98
1226000,-82.54
1227000,-82.93
1228000,-82.69
1229000,-80.98
1230000,-82.69
1231000,-82.1
1232000,-82.85
1233000,-82.69
1234000,-83.16
1235000,-81.82
1236000,-82.24
1237000,-82.54
1238000,-82.85
1239000,-83.5
1240000,-82.03
1241000,-82.1
1242000,-82.85
1243000,-81.96
1244000,-83.01
1245000,-82.39
1246000,-82.93
1247000,-82.85
1248000,-82.85
1249000,-82.54
1250000,-82.24
1251000,-81.23
1252000,-81.5
1253000,-83.16
1254000,-82.93
1255000,-83.5
1256000,-82.1
1257000,-81.23
1258000,-80.48
1259000,-82.54
1260000,-83.16
1261000,-81.81
1262000,-82.93
1263000,-82.2
1264000,-82.58
1265000,-81.46
1266000,-83.81
1267000,-82.28
1268000,-82.2
1269000,-82.65
1270000,-82.89
1271000,-82.81
1272000,-82.65
1273000,-82.81
1274000,-82.28
1275000,-82.97
1276000,-82.89
1277000,-82.5
1278000,-83.13
1279000,-82.58
1280000,-81.92
1281000,-83.22
1282000,-82.65
1283000,-83.55
1284000,-82.35
1285000,-82.06
1286000,-82.65
1287000,-82.81
1288000,-82.81
1289000,-82.5
1290000,-83.64
1291000,-80.82
1292000,-83.55
1293000,-82.28
1294000,-81.71
1295000,-80.82
1296000,-81.2
1297000,-79.12
1298000,-80.1
1299000,-78.33
1300000,-78.82
1301000,-79.12
1302000,-79.87
1303000,-79.65
1304000,-81.46
1305000,-81.08
1306000,-81.64
1307000,-82.2
1308000,-82.35
1309000,-82.97
1310000,-80.82
1311000,-82.65
1312000,-83.22
1313000,-83.55
1314000,-83.13
1315000,-82.89
1316000,-81.2
1317000,-82.81
1318000,-83.47
1319000,-82.35
1320000,-81.08
1321000,-82.65
1322000,-83.3
1323000,-83.22
1324000,-82.97
1325000,-82.65
1326000,-83.55
1327000,-82.35
1328000,-83.22
1329000,-81.71
1330000,-82.58
1331000,-82.06
1332000,-81.74
1333000,-83.93
1334000,-81.23
1335000,-82.62
1336000,-83
1337000,-82.54
1338000,-81.81
1339000,-83.33
1340000,-81.74
1341000,-83.16
1342000,-81.96
1343000,-84.68
1344000,-84.03
1345000,-82.62
1346000,-83
1347000,-82.62
1348000,-83.33
1349000,-84.2
1350000,-82.39
1351000,-83.5
1352000,-83.25
1353000,-82.54
1354000,-83.59
1355000,-82.85
1356000,-82.54
1357000,-83.59
1358000,-83.93
1359000,-83.33
1360000,-83
1361000,-83.25
1362000,-81.67
1363000,-83.16
1364000,-82.62
1365000,-84.03
1366000,-81.96
1367000,-81.67
1368000,-81.67
1369000,-82.03
1370000,-83.25
1371000,-84.3
1372000,-82.69
1373000,-82.54
1374000,-83.59
1375000,-83.33
1376000,-83.25
1377000,-81.96
1378000,-83.93
1379000,-82.69
1380000,-81.5
1381000,-82.1
1382000,-82.93
1383000,-83.25
1384000,-82.1
1385000,-81.67
1386000,-84.2
1387000,-83.84
1388000,-81.5
1389000,-79.79
1390000,-82.32
1391000,-83.33
1392000,-81.5
1393000,-80.73
1394000,-80.73
1395000,-80.98
1396000,-79.57
1397000,-80.01
1398000,-78.09
1399000,-79.15
1400000,-78.37
1401000,-78.37
1402000,-79.9
1403000,-79.57
1404000,-79.36
1405000,-81.67
1406000,-81.81
1407000,-82.1
1408000,-82.1
1409000,-84.03
1410000,-82.1
1411000,-82.54
1412000,-82.85
1413000,-84.78
1414000,-84.3
1415000,-82.03
1416000,-83
1417000,-82.92
1418000,-81.5
1419000,-82.32
1420000,-81.74
1421000,-83.59
1422000,-84.68
1423000,-81.81
1424000,-84.2
1425000,-83.33
1426000,-83.59
1427000,-83.5
1428000,-83
1429000,-83
1430000,-84.58
1431000,-83.25
1432000,-83.59
1433000,-83.25
1434000,-83.67
1435000,-81.67
1436000,-82.69
1437000,-82.92
1438000,-82.54
1439000,-84.2
1440000,-83.5
1441000,-84.03
1442000,-82.54
1443000,-82.69
1444000,-81.5
1445000,-83.5
1446000,-83.59
1447000,-81.11
1448000,-81.95
1449000,-80.61
1450000,-83
1451000,-83
1452000,-83.16
1453000,-82.62
1454000,-82.24
1455000,-84.58
1456000,-83
1457000,-82.62
1458000,-83.67
1459000,-83.33
1460000,-82.69
1461000,-83.84
1462000,-81.5
1463000,-83.59
1464000,-82.92
1465000,-83.33
1466000,-82.86
1467000,-83.61
1468000,-83.26
1469000,-80.41
1470000,-83.61
1471000,-84.61
1472000,-83.52
1473000,-83.61
1474000,-82.62
1475000,-82.17
1476000,-83.26
1477000,-83.43
1478000,-83.52
1479000,-82.32
1480000,-85.11
1481000,-83.1
1482000,-81.75
1483000,-83.18
1484000,-83.26
1485000,-83.18
1486000,-83.61
1487000,-84.14
1488000,-84.14
1489000,-83.43
1490000,-83.96
1491000,-83.77
1492000,-83.96
1493000,-83.43
1494000,-80.54
1495000,-82.17
1496000,-81.43
1497000,-79.08
1498000,-79.29
1499000,-79.19
1500000,-78.49
1501000,-78.4
1502000,-78.69
1503000,-80.66
1504000,-78.88
1505000,-80.18
1506000,-82.17
1507000,-82.17
1508000,-83.43
1509000,-82.78
1510000,-83.43
1511000,-83.86
1512000,-85.01
1513000,-82.32
1514000,-83.18
1515000,-82.94
1516000,-83.96
1517000,-83.1
1518000,-83.1
1519000,-82.47
1520000,-82.03
1521000,-82.62
1522000,-84.61
1523000,-83.52
1524000,-82.17
1525000,-82.94
1526000,-83.43
1527000,-82.86
1528000,-82.94
1529000,-83.61
1530000,-81.11
1531000,-83.55
1532000,-84.27
1533000,-84.46
1534000,-83.75
1535000,-82.6
1536000,-82.45
1537000,-82.84
1538000,-82.76
1539000,-83.94
1540000,-81.58
1541000,-83.08
1542000,-84.21
1543000,-80.76
1544000,-81.41
1545000,-82.84
1546000,-83.5
1547000,-83.59
1548000,-83.08
1549000,-84.5
1550000,-82.3
1551000,-83.94
1552000,-82.45
1553000,-82.92
1554000,-83.41
1555000,-83.84
1556000,-82.3
1557000,-81.87
1558000,-82.6
1559000,-83.75
1560000,-83.16
1561000,-82.84
1562000,-83.75
1563000,-81.28
1564000,-82.92
1565000,-82.92
1566000,-83.16
1567000,-81.73
1568000,-82.01
1569000,-83.08
1570000,-82.23
1571000,-83.16
1572000,-83.94
1573000,-82.3
1574000,-83.5
1575000,-82.6
1576000,-84.21
1577000,-82.6
1578000,-83.59
1579000,-82.84
1580000,-83.16
1581000,-82.23
1582000,-83.94
1583000,-82.84
1584000,-84.12
1585000,-82.15
1586000,-82.76
1587000,-82.45
1588000,-81.58
1589000,-84.59
1590000,-84.49
1591000,-82.15
1592000,-82.53
1593000,-83.08
1594000,-82.6
1595000,-82.01
1596000,-80.64
1597000,-80.39
1598000,-78.97
1599000,-79.71
1600000,-79.49
1601000,-78.37
1602000,-78.57
1603000,-79.17
1604000,-81.14
1605000,-81.11
1606000,-82.8
1607000,-83.55
1608000,-83.55
1609000,-83.81
1610000,-84.27
1611000,-82.42
1612000,-83.13
1613000,-82.8
1614000,-81.37
1615000,-82.57
1616000,-82.57
1617000,-83.04
1618000,-83.55
1619000,-84.96
1620000,-82.8
1621000,-83.38
1622000,-83.38
1623000,-81.69
1624000,-83.38
1625000,-82.57
1626000,-83.72
1627000,-81.9
1628000,-84.46
1629000,-84.96
1630000,-82.88
1631000,-84.27
1632000,-84.27
1633000,-84.56
1634000,-83.81
1635000,-84.56
1636000,-82.49
1637000,-82.42
1638000,-83.72
1639000,-84.18
1640000,-84.56
1641000,-83.38
1642000,-83.38
1643000,-83.21
1644000,-82.57
1645000,-82.27
1646000,-82.42
1647000,-84.18
1648000,-82.88
1649000,-84.46
1650000,-83.38
1651000,-83.72
1652000,-83.38
1653000,-84.18
1654000,-84.46
1655000,-82.49
1656000,-83.04
1657000,-82.88
1658000,-83.91
1659000,-83.21
1660000,-83.13
1661000,-83.46
1662000,-83.81
1663000,-83.38
1664000,-82.8
1665000,-84.56
1666000,-82.56
1667000,-81.83
1668000,-83.21
1669000,-82.12
1670000,-82.19
1671000,-83.13
1672000,-83.81
1673000,-81.37
1674000,-84.08
1675000,-83.44
1676000,-82.56
1677000,-84.15
1678000,-82.33
1679000,-82.87
1680000,-84.72
1681000,-83.62
1682000,-84.25
1683000,-83.79
1684000,-81.62
1685000,-82.48
1686000,-83.28
1687000,-84.62
1688000,-81.97
1689000,-84.33
1690000,-82.87
1691000,-82.48
1692000,-82.79
1693000,-83.79
1694000,-81.62
1695000,-80.92
1696000,-80.8
1697000,-79.96
1698000,-79.74
1699000,-78.22
1700000,-77.95
1701000,-78.89
1702000,-79.09
1703000,-79.96
1704000,-80.92
1705000,-82.26
1706000,-83.11
1707000,-83.79
1708000,-83.87
1709000,-83.87
1710000,-83.98
1711000,-83.06
1712000,-83.64
1713000,-84.64
1714000,-85.55
1715000,-83.9
1716000,-83.64
1717000,-83.55
1718000,-83.31
1719000,-83.55
1720000,-83.64
1721000,-84.44
1722000,-83.38
1723000,-82.59
1724000,-83.73
1725000,-83.9
1726000,-83.98
1727000,-83.98
1728000,-82.01
1729000,-84.64
1730000,-83.06
1731000,-84.08
1732000,-83.73
1733000,-82.08
1734000,-83.31
1735000,-84.64
1736000,-83.55
1737000,-83.06
1738000,-84.08
1739000,-83.98
1740000,-82.44
1741000,-82.67
1742000,-83.06
1743000,-83.31
1744000,-84.44
1745000,-83.31
1746000,-82.9
1747000,-84.44
1748000,-83.06
1749000,-83.9
1750000,-83.64
1751000,-84.64
1752000,-84.83
1753000,-82.01
