Frequency (Hz),Amplitude (dBm)
23941000,-92.55
23950000,-92.21
23959000,-93.85
23968000,-92.99
23977000,-92.91
23986000,-92.04
23995000,-92.13
24004000,-93.46
24013000,-91.65
24022000,-92.72
24031000,-93.46
24040000,-92.91
24049000,-92.38
24058000,-92.3
24067000,-93.08
24076000,-93.85
24085000,-91.27
24094000,-92.3
24103000,-92.63
24112000,-92.72
24121000,-92.3
24130000,-93.27
24139000,-92.69
24148000,-91.69
24157000,-93.05
24166000,-91.93
24175000,-91.46
24184000,-93.05
24193000,-92.43
24202000,-92.17
24211000,-94.23
24220000,-92.87
24229000,-91.23
24238000,-92.87
24247000,-91.77
24256000,-93.43
24265000,-92.69
24274000,-92.52
24283000,-93.43
24292000,-91.85
24301000,-93.23
24310000,-92.17
24319000,-92.77
24328000,-92.77
24337000,-92.52
24346000,-93.52
24355000,-90.34
24364000,-94.02
24373000,-92.17
24382000,-92.68
24391000,-91.46
24400000,-92.26
24409000,-94.02
24418000,-93.23
24427000,-93.43
24436000,-92.77
24445000,-94.02
24454000,-92.52
24463000,-90.51
24472000,-91.69
24481000,-91.85
24490000,-91.46
24499000,-90.8
24508000,-92
24517000,-92.09
24526000,-93.14
24535000,-91.38
24544000,-93.42
24553000,-93.42
24562000,-92.34
24571000,-92.68
24580000,-92.77
24589000,-91.61
24598000,-93.81
24607000,-93.71
24616000,-92.59
24625000,-93.71
24634000,-93.14
24643000,-91.61
24652000,-93.04
24661000,-92.96
24670000,-93.04
24679000,-91.53
24688000,-91.84
24697000,-90.94
24706000,-91.77
24715000,-93.81
24724000,-91.16
24733000,-94.01
24742000,-92.26
24751000,-93.04
24760000,-94.23
24769000,-93.23
24778000,-92.17
24787000,-92.77
24796000,-92.77
24805000,-91.53
24814000,-92.68
24823000,-93.42
24832000,-92.51
24841000,-92.51
24850000,-90.93
24859000,-92.26
24868000,-92.87
24877000,-92.77
24886000,-92.87
24895000,-93.42
24904000,-93.62
24913000,-92
24922000,-91.84
24931000,-94.12
24940000,-91.38
24949000,-91.92
24958000,-92.34
24967000,-93.62
24976000,-93.42
24985000,-92.17
24994000,-92.17
25003000,-91.92
25012000,-93.14
25021000,-91.6
25030000,-92.34
25039000,-93.23
25048000,-90.72
25057000,-92.34
25066000,-93.04
25075000,-92.34
25084000,-93.14
25093000,-92.17
25102000,-92.42
25111000,-92.86
25120000,-92
25129000,-92.59
25138000,-92
25147000,-91.92
25156000,-92.33
25165000,-89.57
25174000,-92.17
25183000,-92.09
25192000,-93.14
25201000,-92.51
25210000,-91.84
25219000,-92.09
25228000,-92
25237000,-93.52
25246000,-91.84
25255000,-90.93
25264000,-93.42
25273000,-92.42
25282000,-91.84
25291000,-90.86
25300000,-91.45
25309000,-93.42
25318000,-92.68
25327000,-93.04
25336000,-90.69
25345000,-91.96
25354000,-92.3
25363000,-92.64
25372000,-92.64
25381000,-92.3
25390000,-92.39
25399000,-92.48
25408000,-92.56
25417000,-91.34
25426000,-93
25435000,-91.42
25444000,-91.81
25453000,-93.58
25462000,-91.34
25471000,-92.92
25480000,-92.64
25489000,-92.22
25498000,-92.73
25507000,-93
25516000,-92.05
25525000,-93.58
25534000,-91.96
25543000,-92.13
25552000,-92.47
25561000,-93.19
25570000,-93.1
25579000,-93.38
25588000,-92.13
25597000,-92.73
25606000,-92.73
25615000,-91.96
25624000,-93
25633000,-91.96
25642000,-93
25651000,-93.77
25660000,-92.91
25669000,-92.13
25678000,-92.55
25687000,-90.61
25696000,-92.55
25705000,-91.8
25714000,-94.18
25723000,-91.19
25732000,-92.3
25741000,-91.96
25750000,-91.34
25759000,-92.64
25768000,-92.83
25777000,-92.64
25786000,-91.72
25795000,-93.67
25804000,-91.88
25813000,-90.47
25822000,-91.18
25831000,-92.05
25840000,-92.64
25849000,-92.73
25858000,-92.73
25867000,-90.61
25876000,-92.64
25885000,-91.8
25894000,-93.87
25903000,-91.56
25912000,-93.97
25921000,-92.33
25930000,-91.37
25939000,-91.52
25948000,-91.07
25957000,-92.95
25966000,-93.03
25975000,-91.6
25984000,-92.25
25993000,-93.22
26002000,-92.16
26011000,-92.67
26020000,-92.5
26029000,-92.08
26038000,-93.8
26047000,-91.07
26056000,-93.22
26065000,-92.86
26074000,-92.67
26083000,-91.6
26092000,-92.67
26101000,-90.85
26110000,-92.67
26119000,-93.13
26128000,-92.67
26137000,-90.57
26146000,-92.58
26155000,-93.31
26164000,-91.52
26173000,-92.41
26182000,-93.91
26191000,-92.86
26200000,-90.64
26209000,-92.76
26218000,-93.41
26227000,-92.86
26236000,-91.75
26245000,-93.03
26254000,-91.51
26263000,-94.21
26272000,-91.99
26281000,-93.31
26290000,-93.6
26299000,-93.6
26308000,-92.67
26317000,-92.85
26326000,-92.67
26335000,-93.03
26344000,-93.03
26353000,-92.16
26362000,-92.94
26371000,-94.21
26380000,-91.44
26389000,-93.6
26398000,-92.5
26407000,-93.22
26416000,-92.85
26425000,-92.16
26434000,-92.32
26443000,-93.41
26452000,-91.83
26461000,-92.85
26470000,-93.31
26479000,-93.03
26488000,-91.36
26497000,-93.8
26506000,-92.16
26515000,-93.6
26524000,-94
26533000,-93.41
26542000,-91.99
26551000,-91.75
26560000,-92.32
26569000,-92.5
26578000,-92.76
26587000,-93.21
26596000,-92.85
26605000,-92.94
26614000,-92.16
26623000,-92.85
26632000,-93.03
26641000,-92.41
26650000,-92.5
26659000,-92.32
26668000,-94
26677000,-90.64
26686000,-92.24
26695000,-93.6
26704000,-92.15
26713000,-91.83
26722000,-92.58
26731000,-92.58
26740000,-92.15
26749000,-93.31
26758000,-92.41
26767000,-93.6
26776000,-93.41
26785000,-93.03
26794000,-92.67
26803000,-93.21
26812000,-92.85
26821000,-91.51
26830000,-93.31
26839000,-92.24
26848000,-92.94
26857000,-93.41
26866000,-92.32
26875000,-93.41
26884000,-93.79
26893000,-91.83
26902000,-92.58
26911000,-91.91
26920000,-93.12
26929000,-92.15
26938000,-92.07
26947000,-92.5
26956000,-93.03
26965000,-91.99
26974000,-91.83
26983000,-93.21
26992000,-92.15
27001000,-92.15
27010000,-93.12
27019000,-92.58
27028000,-92.41
27037000,-91.75
27046000,-93.31
27055000,-92.58
27064000,-91.98
27073000,-94
27082000,-92.85
27091000,-92.66
27100000,-93.4
27109000,-92.32
27118000,-93.31
27127000,-92.57
27136000,-92.57
27145000,-93.4
27154000,-92.07
27163000,-91.36
27172000,-92.41
27181000,-90.49
27190000,-92.75
27199000,-92.07
27208000,-91.51
27217000,-91.51
27226000,-91.67
27235000,-92.07
27244000,-92.85
27253000,-93.99
27262000,-90.7
27271000,-92.75
27280000,-94.1
27289000,-92.15
27298000,-92.32
27307000,-93.4
27316000,-92.93
27325000,-91.98
27334000,-93.02
27343000,-92.75
27352000,-92.15
27361000,-93.3
27370000,-91.66
27379000,-92.41
27388000,-91.98
27397000,-91.66
27406000,-92.15
27415000,-93.5
27424000,-93.02
27433000,-93.79
27442000,-93.21
27451000,-92.4
27460000,-91.82
27469000,-91.66
27478000,-90.63
27487000,-93.69
27496000,-91.5
27505000,-91.98
27514000,-91.74
27523000,-92.66
27532000,-92.24
27541000,-93.02
27550000,-92.49
27559000,-93.99
27568000,-93.79
27577000,-92.75
27586000,-93.21
27595000,-92.49
27604000,-92.66
27613000,-92.24
27622000,-92.66
27631000,-93.21
27640000,-91.74
27649000,-93.4
27658000,-93.4
27667000,-92.93
27676000,-92.75
27685000,-92.15
27694000,-93.59
27703000,-92.57
27712000,-91.13
27721000,-90.98
27730000,-92.4
27739000,-92.31
27748000,-92.75
27757000,-92.66
27766000,-93.59
27775000,-93.4
27784000,-92.31
27793000,-91.58
27802000,-93.59
27811000,-92.31
27820000,-92.66
27829000,-92.84
27838000,-92.49
27847000,-92.15
27856000,-93.4
27865000,-92.15
27874000,-91.66
27883000,-93.2
27892000,-93.12
27901000,-92.66
27910000,-91.58
27919000,-92.07
27928000,-91.98
27937000,-92.93
27946000,-91.2
27955000,-92.66
27964000,-92.84
27973000,-91.5
27982000,-91.82
27991000,-92.49
28000000,-94.52
28009000,-92.66
28018000,-92.66
28027000,-93.3
28036000,-91.98
28045000,-92.23
28054000,-92.66
28063000,-93.2
28072000,-92.93
28081000,-91.66
28090000,-92.66
28099000,-92.84
28108000,-92.31
28117000,-91.58
28126000,-94.09
28135000,-92.31
28144000,-91.5
28153000,-92.23
28162000,-91.2
28171000,-92.93
28180000,-91.43
28189000,-91.82
28198000,-91.2
28207000,-92.84
28216000,-92.84
28225000,-91.82
28234000,-93.3
28243000,-92.65
28252000,-91.66
28261000,-91.97
28270000,-92.65
28279000,-93.49
28288000,-91.66
28297000,-92.62
28306000,-92.53
28315000,-92.62
28324000,-92.45
28333000,-91.31
28342000,-93.55
28351000,-93.75
28360000,-93.17
28369000,-93.36
28378000,-91.86
28387000,-93.17
28396000,-92.62
28405000,-91.09
28414000,-93.65
28423000,-92.53
28432000,-92.28
28441000,-93.85
28450000,-91.86
28459000,-93.36
28468000,-94.16
28477000,-92.2
28486000,-92.62
28495000,-93.55
28504000,-91.62
28513000,-93.95
28522000,-92.11
28531000,-93.85
28540000,-92.27
28549000,-92.45
28558000,-91.78
28567000,-92.8
28576000,-93.36
28585000,-92.89
28594000,-92.11
28603000,-92.45
28612000,-92.8
28621000,-92.8
28630000,-93.55
28639000,-92.62
28648000,-92.11
28657000,-92.45
28666000,-92.8
28675000,-93.36
28684000,-92.19
28693000,-93.08
28702000,-92.8
28711000,-92.62
28720000,-92.45
28729000,-91.39
28738000,-89.63
28747000,-90.45
28756000,-91.62
28765000,-90.52
28774000,-91.16
28783000,-90.66
28792000,-92.98
28801000,-93.26
28810000,-92.8
28819000,-92.8
28828000,-94.59
28837000,-92.98
28846000,-92.98
28855000,-92.8
28864000,-91.94
28873000,-93.26
28882000,-92.8
28891000,-93.16
28900000,-92
28909000,-92.68
28918000,-91.38
28927000,-93.33
28936000,-90.72
28945000,-92.77
28954000,-91.84
28963000,-93.42
28972000,-92.26
28981000,-92.34
28990000,-91.38
28999000,-93.04
29008000,-93.23
29017000,-91.76
29026000,-92.34
29035000,-93.23
29044000,-92.43
29053000,-91.68
29062000,-91.92
29071000,-91.84
29080000,-92.68
29089000,-92.59
29098000,-92.17
29107000,-93.62
29116000,-92.87
29125000,-91.76
29134000,-93.42
29143000,-91.84
29152000,-93.61
29161000,-90.2
29170000,-92.17
29179000,-93.32
29188000,-91.52
29197000,-91.68
29206000,-92.09
29215000,-93.81
29224000,-94.12
29233000,-91.22
29242000,-90.07
29251000,-92.17
29260000,-91.3
29269000,-91.92
29278000,-93.91
29287000,-92.68
29296000,-92.86
29305000,-93.52
29314000,-93.04
29323000,-93.81
29332000,-92.95
29341000,-92.86
29350000,-93.42
29359000,-92.09
29368000,-91.52
29377000,-91.15
29386000,-94.12
29395000,-91.92
29404000,-90.86
29413000,-93.22
29422000,-92.51
29431000,-92.68
29440000,-92.25
29449000,-92.86
29458000,-92
29467000,-93.04
29476000,-92.05
29485000,-93.58
29494000,-92.48
29503000,-92.83
29512000,-93.48
29521000,-92.83
29530000,-92.83
29539000,-93.19
29548000,-94.08
29557000,-91.27
29566000,-92.3
29575000,-93
29584000,-91.65
29593000,-92.22
29602000,-92.83
29611000,-91.42
29620000,-92.73
29629000,-93
29638000,-90.4
29647000,-90.61
29656000,-92.22
29665000,-91.96
29674000,-90.76
29683000,-92.05
29692000,-93.88
29701000,-91.19
29710000,-91.57
29719000,-91.65
29728000,-92.39
29737000,-91.57
29746000,-91.49
29755000,-93.1
29764000,-93.19
29773000,-91.96
29782000,-94.4
29791000,-91.64
29800000,-93.19
29809000,-92.47
29818000,-93.38
29827000,-93.19
29836000,-91.88
29845000,-91.8
29854000,-92.64
29863000,-91.8
29872000,-92.13
29881000,-91.34
29890000,-92.13
29899000,-91.64
29908000,-90.96
29917000,-92.3
29926000,-93.38
29935000,-91.96
29944000,-93.1
29953000,-91.72
29962000,-90.29
29971000,-87.85
29980000,-81.43
29989000,-69.09
29998000,-46.53
30000000,-59.91
