Frequency (Hz),Amplitude (dBm)
2292000,-84.01
2293000,-84.19
2294000,-83.83
2295000,-83.83
2296000,-84.76
2297000,-84.66
2298000,-85.06
2299000,-82.99
2300000,-84.76
2301000,-84.28
2302000,-83.48
2303000,-82.52
2304000,-84.28
2305000,-84.95
2306000,-81.94
2307000,-85.47
2308000,-80.84
2309000,-82.3
2310000,-83.66
2311000,-83.57
2312000,-85.58
2313000,-84.95
2314000,-81.94
2315000,-83.57
2316000,-84.28
2317000,-83.48
2318000,-85.06
2319000,-84.57
2320000,-85.47
2321000,-84.19
2322000,-84.19
2323000,-84.95
2324000,-83.91
2325000,-84.01
2326000,-84.57
2327000,-81.94
2328000,-85.16
2329000,-83.15
2330000,-84.95
2331000,-82.22
2332000,-82.6
2333000,-83.66
2334000,-84.19
2335000,-84.57
2336000,-85.16
2337000,-84.57
2338000,-84.01
2339000,-83.48
2340000,-84.19
2341000,-84.28
2342000,-84.01
2343000,-84.37
2344000,-84.37
2345000,-83.15
2346000,-84.19
2347000,-84.28
2348000,-84.01
2349000,-85.16
2350000,-83.31
2351000,-84.37
2352000,-84.66
2353000,-83.66
2354000,-83.66
2355000,-82.83
2356000,-84.19
2357000,-83.91
2358000,-85.37
2359000,-82.83
2360000,-84.51
2361000,-83.18
2362000,-85.1
2363000,-84.61
2364000,-84.13
2365000,-84.23
2366000,-84.7
2367000,-84.61
2368000,-84.31
2369000,-84.13
2370000,-84.31
2371000,-83.26
2372000,-84.13
2373000,-83.18
2374000,-84.7
2375000,-84.9
2376000,-84.23
2377000,-83.95
2378000,-85.52
2379000,-83.95
2380000,-82.93
2381000,-84.9
2382000,-85.85
2383000,-84.13
2384000,-84.61
2385000,-85.42
2386000,-84.51
2387000,-85.42
2388000,-84.23
2389000,-85.42
2390000,-83.77
2391000,-83.6
2392000,-83.6
2393000,-84.61
2394000,-83.95
2395000,-85.74
2396000,-85.96
2397000,-85.1
2398000,-85.74
2399000,-82.77
2400000,-84.61
2401000,-84.61
2402000,-82.61
2403000,-83.6
2404000,-82.61
2405000,-85
2406000,-85.74
2407000,-85.1
2408000,-85.59
2409000,-85.38
2410000,-85.38
2411000,-85.17
2412000,-84.77
2413000,-84.2
2414000,-85.17
2415000,-85.38
2416000,-83.49
2417000,-84.38
2418000,-84.96
2419000,-86.74
2420000,-83.67
2421000,-85.17
2422000,-84.2
2423000,-84.2
2424000,-84.67
2425000,-84.02
2426000,-84.96
2427000,-85.07
2428000,-82.23
2429000,-83.24
2430000,-83.67
2431000,-84.38
2432000,-84.96
2433000,-83.92
2434000,-83.83
2435000,-84.38
2436000,-83.49
2437000,-85.38
2438000,-85.48
2439000,-84.02
2440000,-85.38
2441000,-82.02
2442000,-83
2443000,-84.77
2444000,-84.02
2445000,-84.96
2446000,-85.38
2447000,-84.02
2448000,-84.96
2449000,-84.67
2450000,-84.33
2451000,-84.72
2452000,-84.72
2453000,-83.27
2454000,-85.02
2455000,-84.33
2456000,-85.02
2457000,-82.86
2458000,-84.52
2459000,-85.02
2460000,-84.24
2461000,-83.97
2462000,-85.54
2463000,-82.78
2464000,-85.32
2465000,-85.02
2466000,-83.1
2467000,-83.52
2468000,-85.02
2469000,-84.62
2470000,-83.44
2471000,-84.24
2472000,-83.97
2473000,-84.72
2474000,-82.33
2475000,-84.72
2476000,-81.93
2477000,-83.93
2478000,-84.68
2479000,-83.4
2480000,-83.07
2481000,-85.83
2482000,-83.84
2483000,-84.21
2484000,-84.49
2485000,-83.75
2486000,-84.49
2487000,-85.4
2488000,-82.75
2489000,-84.29
2490000,-83.93
2491000,-84.68
2492000,-84.11
2493000,-84.98
2494000,-83.75
2495000,-85.4
2496000,-84.88
2497000,-84.11
2498000,-84.68
2499000,-84.11
2500000,-85.29
2501000,-83.16
2502000,-83.07
2503000,-84.49
2504000,-84.98
2505000,-84.49
2506000,-82.52
2507000,-83.93
2508000,-84.98
2509000,-84.11
2510000,-83.4
2511000,-83.93
2512000,-83.58
2513000,-84.68
2514000,-84.21
2515000,-84.21
2516000,-84.98
2517000,-83.4
2518000,-84.29
2519000,-84.29
2520000,-83.83
2521000,-82.91
2522000,-83.4
2523000,-83.16
2524000,-85.08
2525000,-85.08
2526000,-83.07
2527000,-83.24
2528000,-84.21
2529000,-84.68
2530000,-84.68
2531000,-84.21
2532000,-83.07
2533000,-84.29
2534000,-83.83
2535000,-82.29
2536000,-84.58
2537000,-83.93
2538000,-85.08
2539000,-84.21
2540000,-83.83
2541000,-84.98
2542000,-83.23
2543000,-84.21
2544000,-84.49
2545000,-84.14
2546000,-82.78
2547000,-83.1
2548000,-84.24
2549000,-84.52
2550000,-83.96
2551000,-84.62
2552000,-85.32
